Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
6.8886735135619475,3.8,8.7,2.8,1.8,2.99,2
6.322199395040567,1.8229771425782708,7.706786898294457,4.2,3.985849948959668,2.75,1
5.219708566200552,3.9,9.2,1.2,4.6,2.18940960963468,1
6.725574053105166,1.9122310219178935,7.2,1.7,6.5,2.88,2
8.1,0.6,6.458326405456724,2.2,6.6,3.51,0
6.0,2.1,7.344416614304642,2.6646673473068887,5.910170199676397,2.85,2
8.0,0.7110765415097013,5.3,5.7,4.3,3.08,0
7.730072592445808,1.8,7.394350371678577,3.0,4.0648299005126205,3.2,0
5.2,3.6,6.3,4.0,4.9,2.82,1
7.7,0.7370509713293814,9.8,4.5,1.3,3.0086046339151693,2
9.7,3.6,8.0,2.3599449625783038,0.2,3.9476027083595397,0
6.935429298367456,1.1,9.1,2.1,4.8,2.97,2
6.4,2.2,5.7,4.81533432759943,4.9,2.82,0
6.297352744947627,3.3,7.195911534456599,4.4,2.8,2.87,1
8.385695790281073,0.3,7.314577421247513,0.7,7.3,3.4,0
6.756070391947919,0.3,6.53946893996606,2.0,8.4,3.2,2
7.556838606937859,2.6,7.514274639318856,2.6288771732306806,3.6929037550495103,3.1213270828635586,0
7.810683802931091,2.2,7.492051517771191,2.0,4.491880900196183,3.19,0
7.6,1.7,5.123112259478329,0.6,9.0,3.086645943832494,0
6.6,2.037028768467181,9.5,1.5,4.4,2.8999210253968357,2
7.264045350360764,3.0,6.1,0.5,7.172876369844442,2.9,2
8.172734339456241,3.2,7.224683174952279,2.6,2.7584399959921058,3.34,0
7.501278551694323,0.7,7.456004270529711,2.833440325441444,5.520897149045005,3.1404671098888173,0
7.081465084164041,1.7,7.9960137049216655,5.350470939166822,1.9,2.85,2
5.608157140977255,2.0,6.523065375261897,1.3,8.6,2.7971804289952473,1
7.53926151121356,1.9968786140142178,7.495840444474293,2.693480482866981,4.273381189025063,3.127401644348936,0
6.8,3.9,7.64394468949877,2.6454014750193053,3.0008581614806253,2.96572981133599,2
6.4,0.1,7.611240328379207,3.4246792406367916,6.5,2.916568076420589,2
6.617039508895161,1.1,9.5,1.4,5.4520865853638085,2.79,1
9.9,1.0,8.4,3.6,1.1,3.420839347025506,0
7.394303986689753,2.9,7.369527988352111,3.8,2.5188456384108946,3.092984617072858,2
8.054619036379588,3.3,7.447567032140842,2.411302674808848,2.755397525515175,3.26,1
5.2,2.4,8.4,0.19592125375546487,7.9,2.47,1
8.2,0.7,8.498445088659754,2.3,4.3,3.311143011255652,0
9.215931324479527,0.6,6.7,0.7,6.753479496400825,3.62,0
8.423521449383909,2.2,8.303081327809227,1.2,3.9,3.12,0
5.5,3.6,9.53827282338415,3.4,2.0,2.58,1
7.608568536394056,3.6,7.5252392547128615,1.9,3.3532121781325124,3.115446783548805,0
8.2,0.3,5.8,5.4,4.3,3.202146519971379,0
5.923390255887394,0.6,7.911789581997233,4.2,5.437422522077021,2.61,1
