Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
29.8,70.06602766318854,5.2,17.9,26.410294117647055,9.2,1.4974612716763007,6.3,319.0,2
29.99047267355982,70.06602766318854,2.3,12.2,30.8,9.7,1.4974612716763007,6.0,611.0,2
29.99047267355982,74.7,20.145913785361472,33.8,24.4,9.957529258777633,1.4974612716763007,5.2,619.0,2
27.1,39.1,6.1,6.3,13.5,5.3,1.15,11.1,498.08598003629766,0
29.99047267355982,70.7,6.9,16.0,26.410294117647055,9.957529258777633,1.01,12.7,303.0,0
39.4,96.6,14.6,30.17541073384447,26.410294117647055,17.9,1.82,3.1,674.0,1
29.99047267355982,82.5,1.7,30.17541073384447,31.1,12.7,1.8,4.6,735.0,3
31.0,59.6,5.0,16.8,26.410294117647055,13.6,1.38,6.3,443.0,2
29.4,93.8,10.3,22.7,45.1,11.8,2.03,8.429499999999999,498.08598003629766,3
33.2,80.5,11.1,30.17541073384447,32.0,15.3,1.69,4.9,535.0,3
26.3,65.7,1.3,30.17541073384447,18.3,5.9,0.85,13.0,529.0,0
32.5,70.06602766318854,1.6,30.17541073384447,21.6,19.3,1.53,8.429499999999999,519.0,2
29.99047267355982,53.3,3.7,30.17541073384447,26.410294117647055,6.6,1.09,8.429499999999999,498.08598003629766,0
28.6,70.06602766318854,28.9,30.17541073384447,23.2,4.5,1.02,11.0,508.0,0
22.3,80.5,4.5,12.0,17.2,9.957529258777633,1.18,8.429499999999999,232.0,0
29.99047267355982,78.9,22.4,29.9,27.5,11.8,1.48,8.429499999999999,498.08598003629766,2
22.9,75.4,4.5,10.4,26.410294117647055,3.7,0.96,14.4,359.0,0
37.6,81.2,28.1,30.17541073384447,46.7,13.7,1.85,4.1,498.08598003629766,3
34.7,59.3,9.0,15.7,28.5,7.1,1.52,6.1,437.0,2
37.8,97.2,0.6,24.6,26.410294117647055,11.7,1.13,7.7,803.0,3
27.6,44.1,3.5,14.4,30.7,9.4,0.97,8.0,338.0,2
27.6,70.06602766318854,3.8,10.9,9.1,1.7,1.04,8.429499999999999,520.0,0
25.6,58.3,0.4,30.17541073384447,25.3,9.957529258777633,1.4974612716763007,10.0,536.0,0
24.6,48.4,8.3,15.4,23.3,4.6,1.03,8.429499999999999,461.0,0
26.2,49.9,0.5,2.0,22.9,2.3,0.94,17.9,581.0,0
29.99047267355982,62.1,16.4,21.3,17.6,9.957529258777633,0.93,11.5,324.0,0
29.99047267355982,69.2,2.0,3.9,26.410294117647055,5.2,1.09,10.1,297.0,0
29.99047267355982,72.2,10.1,16.6,26.410294117647055,6.3,1.85,3.5,637.0,3
29.6,65.6,3.4,30.17541073384447,26.410294117647055,2.9,1.03,8.429499999999999,452.0,0
52.5,70.06602766318854,67.5,91.2,31.6,34.6,1.4974612716763007,2.9,785.0,1
29.99047267355982,97.9,20.145913785361472,30.17541073384447,28.1,22.6,1.4974612716763007,3.5,562.0,1
23.3,45.2,24.0,29.0,26.6,5.3,0.96,10.9,575.0,0
35.4,100.2,20.5,33.2,34.4,11.7,1.85,5.1,440.0,3
29.99047267355982,85.8,84.4,94.4,26.7,19.8,1.55,10.0,744.0,3
21.8,79.6,20.145913785361472,16.8,26.410294117647055,6.0,0.91,10.8,455.0,0
27.7,86.1,83.3,30.17541073384447,25.3,6.8,1.71,7.4,594.0,2
27.5,78.9,30.2,30.17541073384447,15.3,3.0,0.98,11.1,472.0,0
28.0,72.2,18.5,25.0,24.9,6.1,1.32,8.429499999999999,480.0,0
22.2,50.0,20.145913785361472,8.4,23.5,3.7,0.96,8.429499999999999,498.08598003629766,0
29.99047267355982,70.1,55.1,72.7,26.410294117647055,30.7,2.12,4.9,612.0,1
29.99047267355982,83.7,3.1,2.2,39.5,29.2,2.61,2.5,898.0,1
29.99047267355982,94.4,48.3,30.17541073384447,31.4,23.3,1.75,4.3,779.0,3
39.3,78.9,68.9,85.2,26.410294117647055,13.0,1.4974612716763007,8.5,498.08598003629766,3
24.7,64.9,17.3,37.0,26.410294117647055,14.9,1.48,5.5,453.0,3
29.99047267355982,62.8,8.7,30.17541073384447,29.7,15.8,1.4,8.1,604.0,2
17.4,56.5,2.6,6.9,21.0,3.5,0.92,11.6,475.0,0
18.1,70.1,3.1,8.1,19.7,5.8,1.18,12.9,273.0,0
25.6,78.1,1.1,5.2,21.3,9.957529258777633,0.89,10.9,524.0,0
22.4,69.3,2.2,30.17541073384447,19.6,9.957529258777633,0.92,10.2,339.0,0
25.3,70.06602766318854,70.7,84.8,26.410294117647055,9.957529258777633,1.59,13.2,587.0,2
42.1,70.06602766318854,20.145913785361472,35.3,41.4,30.4,2.67,2.8,861.0,1
27.5,45.3,2.8,10.1,26.410294117647055,4.1,0.82,8.429499999999999,236.0,0
32.6,65.1,4.1,30.17541073384447,26.410294117647055,14.5,1.45,8.429499999999999,509.0,2
46.1,100.3,144.0,30.17541073384447,26.410294117647055,9.957529258777633,2.3,7.3,443.0,1
33.5,81.2,23.4,56.5,26.410294117647055,27.2,1.4974612716763007,3.7,600.0,1
48.1,94.1,4.2,19.0,23.7,6.0,1.57,8.429499999999999,625.0,3
31.6,76.7,21.4,26.9,30.1,17.4,1.29,7.6,663.0,2
29.0,70.06602766318854,20.145913785361472,44.4,27.0,9.957529258777633,1.49,5.7,538.0,2
24.9,82.2,19.5,27.9,25.6,9.957529258777633,1.54,8.429499999999999,498.08598003629766,2
27.7,99.4,20.145913785361472,30.17541073384447,37.5,9.957529258777633,1.74,8.429499999999999,498.08598003629766,3
20.8,48.5,16.0,19.7,26.410294117647055,2.5,1.4974612716763007,8.429499999999999,432.0,0
28.2,71.7,75.2,30.17541073384447,30.8,5.0,1.81,4.8,765.0,3
29.99047267355982,69.7,95.7,30.17541073384447,36.1,20.5,2.3,6.8,673.0,3
29.99047267355982,60.0,14.6,20.6,20.9,1.6,0.94,8.429499999999999,498.08598003629766,0
29.6,70.06602766318854,12.8,15.9,22.0,9.957529258777633,1.16,11.0,377.0,0
29.99047267355982,73.8,3.3,8.8,26.410294117647055,9.957529258777633,0.83,10.8,217.0,0
33.2,49.8,1.4,23.3,23.0,25.8,2.06,6.8,730.0,3
29.99047267355982,66.0,44.0,54.0,44.3,22.7,3.09,5.2,641.0,1
28.1,51.8,36.0,40.3,26.4,5.4,1.15,10.8,264.0,0
32.0,74.9,20.145913785361472,45.5,28.8,9.5,1.42,7.8,598.0,2
25.0,63.9,9.3,10.8,26.410294117647055,4.6,0.92,10.1,490.0,0
25.7,69.3,15.7,25.0,27.7,10.6,1.4974612716763007,9.5,498.08598003629766,2
29.99047267355982,69.2,7.9,30.3,26.410294117647055,9.957529258777633,2.07,4.9,724.0,1
26.7,63.2,6.8,30.17541073384447,13.4,4.9,0.98,10.0,358.0,0
20.4,44.9,4.6,9.2,20.5,5.7,1.03,10.2,545.0,0
24.6,84.2,20.145913785361472,30.17541073384447,22.5,9.0,1.48,8.429499999999999,623.0,2
25.9,70.06602766318854,20.145913785361472,30.17541073384447,31.2,19.0,1.48,8.429499999999999,411.0,2
29.99047267355982,54.0,20.145913785361472,15.4,13.9,9.957529258777633,1.0,10.5,265.0,0
29.99047267355982,97.9,54.0,30.17541073384447,26.410294117647055,16.4,1.4974612716763007,8.429499999999999,513.0,3
24.9,63.5,20.145913785361472,30.17541073384447,17.2,4.3,1.18,16.4,390.0,0
28.0,55.2,12.4,30.17541073384447,26.410294117647055,3.7,1.4974612716763007,10.6,467.0,0
26.7,53.9,2.9,6.4,26.410294117647055,6.6,1.4974612716763007,8.429499999999999,533.0,0
30.4,70.06602766318854,28.6,42.6,26.410294117647055,4.0,2.2,8.429499999999999,639.0,3
41.4,65.4,34.3,52.8,42.7,9.957529258777633,1.4974612716763007,8.429499999999999,498.08598003629766,1
25.5,73.4,13.8,21.4,25.7,3.8,0.95,11.0,194.0,0
28.2,49.6,17.0,21.7,19.7,11.3,0.99,11.1,498.08598003629766,0
36.6,70.06602766318854,32.2,41.3,32.1,9.4,1.95,4.4,543.0,3
18.8,70.06602766318854,11.0,15.8,26.410294117647055,5.6,1.09,11.2,409.0,0
26.3,70.06602766318854,20.145913785361472,29.5,15.1,3.7,0.92,10.4,399.0,0
29.99047267355982,70.06602766318854,11.4,30.17541073384447,36.5,20.3,1.89,6.8,680.0,3
23.0,70.06602766318854,1.1,30.17541073384447,24.8,2.1,1.12,12.4,498.08598003629766,0
22.3,70.06602766318854,19.3,30.17541073384447,26.1,5.5,0.82,8.429499999999999,214.0,0
21.4,76.9,2.3,6.7,23.4,2.8,1.09,14.7,338.0,0
44.7,75.6,6.6,28.3,25.7,9.957529258777633,2.1,4.1,643.0,3
22.4,73.0,12.2,15.0,26.6,3.6,0.97,12.9,266.0,0
32.3,82.0,8.8,30.17541073384447,29.8,9.957529258777633,2.03,5.7,600.0,3
33.5,70.8,20.145913785361472,16.3,22.0,15.9,1.63,5.1,527.0,2
33.1,52.0,7.2,15.9,38.9,12.1,1.46,7.3,452.0,2
25.5,48.0,15.5,19.9,18.6,7.7,1.04,10.3,503.0,0
29.9,77.8,1.5,23.4,43.8,20.0,1.89,8.429499999999999,681.0,3
29.3,67.5,20.145913785361472,5.0,26.410294117647055,4.5,1.12,11.0,498.08598003629766,0
23.9,70.06602766318854,25.9,30.17541073384447,21.5,3.1,1.45,5.5,562.0,2
23.7,40.0,20.7,23.0,20.4,6.2,1.05,12.5,318.0,0
21.9,70.1,5.4,10.4,13.5,1.1,1.09,12.5,224.0,0
44.9,105.8,24.5,47.4,26.410294117647055,9.957529258777633,2.36,8.429499999999999,878.0,1
27.0,70.06602766318854,6.2,30.17541073384447,24.3,5.0,1.4974612716763007,8.429499999999999,498.08598003629766,0
29.99047267355982,87.5,81.9,87.0,40.4,18.4,2.14,2.9,631.0,1
33.4,78.5,101.6,30.17541073384447,19.3,9.2,1.4974612716763007,8.429499999999999,334.0,2
23.5,51.6,0.0,8.3,26.410294117647055,7.4,1.4974612716763007,8.429499999999999,498.08598003629766,0
22.2,75.7,19.0,20.7,26.410294117647055,9.957529258777633,1.03,10.7,316.0,0
35.4,51.9,48.4,53.0,21.0,10.4,1.53,6.6,628.0,2
41.5,70.06602766318854,3.4,15.4,24.5,6.4,1.38,4.8,748.0,3
21.0,60.5,4.6,30.17541073384447,26.410294117647055,9.957529258777633,1.4974612716763007,10.2,378.0,0
31.3,73.7,20.3,30.7,31.5,9.957529258777633,1.76,7.3,512.0,2
46.8,91.6,240.1,261.5,40.3,37.6,2.46,3.1,498.08598003629766,1
23.9,66.7,14.3,30.17541073384447,21.8,9.957529258777633,1.07,8.429499999999999,413.0,0
24.6,45.1,0.4,30.17541073384447,21.2,9.957529258777633,0.94,10.1,226.0,0
29.99047267355982,59.3,20.145913785361472,33.1,26.410294117647055,16.7,2.0,5.3,622.0,3
29.99047267355982,82.2,73.6,89.8,35.1,13.3,2.84,4.1,620.0,1
22.5,73.0,0.2,6.2,15.0,9.957529258777633,0.95,14.2,543.0,0
26.7,57.9,50.0,59.6,26.3,9.4,1.68,6.3,541.0,2
24.6,51.3,3.9,8.0,26.410294117647055,5.9,0.98,8.429499999999999,454.0,0
32.0,70.7,8.4,11.3,24.5,6.1,1.6,8.2,382.0,2
