Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
28.800000000000004,59.1,15.12,17.9,34.36,9.2,1.72,6.3,501.2,2
28.3,75.6,15.459999999999999,12.2,30.160000000000004,9.379999999999999,1.582,6.0,479.8,2
23.1,74.7,26.7,33.8,24.4,11.02,1.63,9.36,619.0,2
27.1,39.1,6.1,6.3,19.080000000000002,6.040000000000001,1.1560000000000001,10.38,551.0,0
27.78,65.9,6.9,16.0,25.28,5.6,1.1159999999999999,12.7,303.0,0
32.92,96.6,14.6,32.64,42.9,17.9,1.82,3.1,674.0,1
41.7,82.5,1.7,15.8,32.94,12.7,1.8,8.4,735.0,3
31.0,59.6,5.0,16.8,21.8,11.639999999999999,1.38,7.3,517.4,2
30.0,84.67999999999999,50.32,22.7,37.32,11.8,2.03,5.4,486.0,3
33.2,80.5,17.1,24.4,32.0,10.76,1.69,7.1,535.0,3
26.3,62.760000000000005,7.619999999999999,5.5,18.3,5.6,0.85,13.0,399.4,0
29.580000000000002,51.2,1.6,10.5,21.6,19.3,1.53,5.9,459.4,2
20.0,53.3,11.8,12.9,17.7,4.159999999999999,1.09,12.940000000000001,310.4,0
28.720000000000006,53.7,28.9,34.0,23.2,4.5,1.02,12.88,508.0,0
24.28,80.5,4.74,16.139999999999997,17.2,6.3,1.18,10.4,454.0,0
32.0,83.42,22.4,29.9,27.5,11.8,1.48,10.059999999999999,444.0,2
22.9,75.4,4.5,23.42,18.4,3.7,0.96,11.780000000000001,504.8,0
36.28,83.26,68.75999999999999,56.6,29.939999999999998,10.84,1.85,4.819999999999999,560.0,3
32.82,59.3,9.0,15.7,27.4,7.1,1.52,6.860000000000001,499.2,2
37.8,97.2,0.6,24.6,26.2,11.239999999999998,1.6260000000000001,5.94,507.0,3
27.6,70.54,3.5,14.4,25.76,9.4,1.4780000000000002,8.0,338.0,2
27.6,55.32000000000001,3.8,10.9,9.1,3.7800000000000002,1.04,14.4,520.0,0
25.6,62.17999999999999,0.4,-0.2,18.36,4.86,0.98,13.34,536.0,0
24.6,48.4,8.3,15.4,23.3,3.72,1.254,9.58,461.0,0
26.2,49.9,0.5,2.0,20.699999999999996,2.3,0.94,12.62,581.0,0
22.6,62.1,16.4,21.3,17.6,6.339999999999999,1.124,11.5,536.6,0
22.800000000000004,69.2,2.0,3.9,15.3,6.04,0.9339999999999999,13.160000000000002,297.0,0
