Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
7.26,2.2399999999999998,8.7,2.8,1.8,2.99,2
7.08,3.5,8.0,3.0,3.6400000000000006,3.158,1
7.5600000000000005,3.9,7.839999999999999,1.2,4.540000000000001,2.9139999999999997,1
8.040000000000001,1.34,7.2,3.3,4.88,3.278,2
8.940000000000001,2.1,7.040000000000001,1.06,4.960000000000001,3.51,0
6.3,2.52,7.979999999999999,0.3,4.16,2.85,2
7.719999999999999,0.7,5.3,3.5599999999999996,5.6,3.192,0
8.4,1.8,7.56,3.0,4.44,3.2,0
7.08,3.6,7.0200000000000005,1.94,2.8600000000000003,3.2619999999999996,1
8.2,2.64,7.779999999999999,3.62,1.3,3.076,2
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,0
6.9,1.7399999999999998,7.6,2.1,3.6800000000000006,3.482,2
6.34,2.1399999999999997,7.919999999999999,3.3,4.74,2.82,0
5.0,2.38,8.739999999999998,3.8600000000000003,5.5600000000000005,2.916,1
7.700000000000001,0.3,7.380000000000001,2.8600000000000003,8.6,2.98,0
8.4,0.3,6.6,2.0,6.140000000000001,3.246,2
8.760000000000002,2.6,8.02,1.1,1.8,3.36,0
8.8,2.2,7.539999999999999,2.0,2.6599999999999997,3.2879999999999994,0
7.6,1.8800000000000001,6.62,3.1,4.26,3.16,0
6.88,1.38,9.5,2.12,3.4800000000000004,2.8820000000000006,2
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,2
7.660000000000001,1.6600000000000001,7.040000000000001,2.6,4.88,2.9299999999999997,0
8.080000000000002,0.7,9.5,2.6,4.819999999999999,2.944,0
7.58,2.1399999999999997,9.1,1.9,5.1,3.0820000000000003,2
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,1
8.56,1.94,7.6,2.34,1.6,3.274,0
7.4,2.7800000000000002,6.860000000000001,3.5800000000000005,2.6,3.03,2
8.620000000000001,2.4799999999999995,8.24,3.0,5.68,2.79,2
5.3,1.1,7.980000000000001,2.56,4.0,3.03,1
7.6,1.9600000000000002,6.5,3.6,3.7400000000000007,3.09,0
7.640000000000001,1.1800000000000002,7.4399999999999995,3.8,4.56,3.05,2
7.88,3.3,7.260000000000001,1.8599999999999999,5.140000000000001,3.26,1
7.4399999999999995,2.4,8.620000000000001,0.1,4.4399999999999995,3.066,1
8.180000000000001,1.86,8.5,2.3,4.0200000000000005,3.24,0
7.279999999999999,0.6,6.640000000000001,0.7,3.3199999999999994,3.62,0
8.56,2.2,7.6,1.8,3.04,3.12,0
5.720000000000001,2.5799999999999996,8.42,3.1799999999999997,4.42,2.58,1
9.22,2.3,6.44,1.9,6.56,2.9219999999999997,0
8.58,0.3,7.279999999999999,5.4,6.5600000000000005,3.29,0
6.26,2.3,7.7,4.2,4.66,2.61,1
9.059999999999999,0.9,6.7,2.78,4.8,3.48,0
7.4399999999999995,3.4,8.3,2.2,3.34,2.99,0
8.48,1.5,8.06,1.8800000000000001,9.2,2.938,1
7.519999999999999,1.6599999999999997,9.0,2.62,5.1,3.13,0
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,2
8.3,2.9799999999999995,8.44,0.3,0.6,3.1699999999999995,0
5.94,3.7,6.26,5.8,3.5799999999999996,2.6,1
7.359999999999999,1.3,8.059999999999999,3.7399999999999998,4.96,3.09,0
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,0
8.16,1.44,6.540000000000001,2.74,5.12,3.18,0
8.36,1.2,6.220000000000001,4.9,4.78,3.2600000000000002,2
8.24,2.6,8.5,2.1,5.58,4.0,0
9.5,1.4,8.22,2.62,5.76,2.9479999999999995,0
7.1,2.2,8.64,3.5,4.62,3.0360000000000005,2
8.6,3.02,7.739999999999999,2.2,4.0600000000000005,3.3660000000000005,1
8.440000000000001,0.9,8.1,0.5,5.119999999999999,3.114,0
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,1
7.5,1.1,7.960000000000001,1.72,4.0,3.346,0
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,1
6.5200000000000005,1.0,6.959999999999999,4.3,5.2,2.8,1
9.219999999999999,1.3,5.9399999999999995,1.6200000000000003,2.96,3.67,0
7.1,1.9600000000000002,7.779999999999999,1.64,4.6,3.27,2
5.1,2.38,8.739999999999998,3.8600000000000003,5.5600000000000005,2.916,0
8.42,0.4,7.5,2.1399999999999997,5.92,2.988,2
8.3,1.48,6.519999999999999,3.7,5.7,3.2400000000000007,1
7.279999999999999,2.5,8.180000000000001,5.1,3.9,3.06,2
7.219999999999999,0.7,7.0200000000000005,2.88,5.42,3.216,0
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,0
9.22,2.3,6.44,1.9,6.56,2.9219999999999997,2
8.1,1.8,9.2,0.1,5.279999999999999,3.0780000000000003,1
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,0
8.7,3.2,7.959999999999999,1.0,4.7,3.142,0
8.219999999999999,3.2,6.859999999999999,1.8199999999999998,3.12,3.58,0
6.359999999999999,3.7,7.5200000000000005,3.12,4.7,2.89,2
7.76,2.18,5.5,3.9200000000000004,6.16,3.2399999999999998,0
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,2
8.58,2.4400000000000004,7.739999999999999,2.62,3.3,3.44,0
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,0
8.1,1.78,8.02,2.8,3.7599999999999993,3.1220000000000003,0
5.3,2.2,8.739999999999998,3.8600000000000003,6.12,2.9259999999999997,1
6.88,1.08,5.7,4.6,3.04,3.1799999999999997,0
8.040000000000001,2.8,5.4,4.119999999999999,4.38,3.2920000000000003,0
7.08,0.3,7.640000000000001,5.9,6.44,3.122,0
7.719999999999999,3.8,7.720000000000001,0.9,4.6,3.086,0
6.919999999999999,2.54,8.9,3.4,4.5,3.0780000000000003,2
6.640000000000001,1.4599999999999997,7.1,2.1,8.5,3.106,0
7.2,1.7599999999999998,5.6,3.9,3.7800000000000002,3.156,0
7.92,2.12,7.3,5.2,1.8199999999999998,3.146,0
6.5,1.3800000000000001,7.6,5.8,5.1,2.96,0
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,1
8.1,1.0999999999999999,7.3,3.8,3.96,3.39,0
7.4,2.7800000000000002,6.860000000000001,3.5800000000000005,2.6,3.03,1
7.3,2.6799999999999997,6.4,1.1,4.5200000000000005,3.1239999999999997,2
7.0200000000000005,0.3,6.959999999999999,5.8,7.220000000000001,3.116,2
7.2,2.1999999999999997,6.32,4.9,3.4799999999999995,3.072,0
7.88,3.3,9.7,1.94,3.18,3.2079999999999997,0
8.1,2.5,9.7,2.62,0.6,3.45,0
9.9,1.7399999999999998,8.0,2.1,3.2199999999999998,3.47,0
6.319999999999999,3.4,8.219999999999999,2.8,3.2599999999999993,3.276,0
8.440000000000001,3.12,8.580000000000002,4.640000000000001,0.1,3.12,1
8.1,1.78,8.02,2.8,3.7599999999999993,3.1220000000000003,0
8.48,0.5,8.22,2.9600000000000004,6.32,2.868,2
7.720000000000001,1.7600000000000002,8.1,2.36,5.0,3.0900000000000003,2
7.58,3.1,7.5200000000000005,2.5799999999999996,2.5,2.976,2
9.22,2.3,6.44,1.9,6.56,2.9219999999999997,2
9.08,0.9,5.7,0.1,3.5200000000000005,3.55,0
6.7,2.26,7.68,2.7399999999999998,5.2,2.97,2
7.58,3.1,7.5200000000000005,2.5799999999999996,2.5,2.976,2
7.06,3.12,5.540000000000001,4.8,3.4,3.056,0
6.540000000000001,3.9,8.059999999999999,2.7199999999999998,3.6,2.9699999999999998,2
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,0
8.1,1.78,8.02,2.8,3.7599999999999993,3.1220000000000003,1
8.4,0.7,6.0,1.7400000000000002,4.040000000000001,3.14,0
8.48,0.4,8.0,2.8,5.5200000000000005,2.968,0
7.08,1.4,7.4799999999999995,3.88,4.9,3.1500000000000004,2
7.860000000000001,2.2800000000000002,8.459999999999999,2.54,4.0,3.2060000000000004,0
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,0
8.1,2.0999999999999996,7.139999999999999,4.5,1.3399999999999999,3.336,0
7.5200000000000005,1.0,8.02,5.4,3.8,3.066,1
7.26,2.46,8.579999999999998,1.5,7.5,3.096,1
8.32,1.5,7.2,1.9,9.2,3.096,0
6.639999999999999,3.6,7.540000000000001,2.06,4.44,2.62,1
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,0
8.6,3.02,7.739999999999999,2.2,4.0600000000000005,3.3660000000000005,2
6.679999999999998,1.04,6.38,5.9,2.2199999999999998,2.872,0
7.359999999999999,0.6,8.3,3.6399999999999997,4.72,3.2120000000000006,1
7.260000000000001,1.1400000000000001,8.16,5.4,3.54,3.0160000000000005,0
