Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
6.9,3.8,8.7,2.8,1.8,2.99,2
5.3,3.5,8.0,4.2,2.9997751024819834,2.75,1
5.1,3.9,9.2,1.2,4.6,2.67,1
6.5,1.5050050635218106,7.2,2.294938808297907,6.5,2.88,2
8.1,0.6,6.500161645646827,2.2,6.6,3.51,0
6.0,2.1,8.0,3.2386998660370665,4.661209533795876,2.882347413996397,2
8.0,2.9594005364730194,5.3,3.440445178550778,4.3,3.08,0
8.4,1.8,5.6,3.0,5.2,3.2,0
5.2,3.6,6.3,4.0,4.9,2.82,1
7.7,2.5315491915358557,7.968244498982216,4.5,1.3,2.76,2
9.7,3.6,8.0,2.5,0.2,3.43,0
6.9,1.1,7.477777773762888,2.1,6.4222204366101145,2.97,2
6.399651861713792,2.2,5.7,4.8,4.9,2.82,0
5.0,3.3,8.5,4.4,2.8,2.87,1
8.9,0.3,6.800153630833368,0.7,7.3,3.4,0
6.7,0.3,6.6,2.0,8.4,3.2,2
8.6,3.025435477699908,8.974597015205733,1.6,1.8,3.36,0
8.79997353136089,2.2,8.9,2.0,2.1,3.19,0
7.6,1.7,5.100050980141649,0.6,9.0,3.16,0
6.6,2.0,9.5,1.4999725166013818,4.4,2.93,2
7.2527008489924185,2.8846172001386705,7.586159348437771,0.5,5.776462835492126,2.9,2
9.6,3.2,8.2,2.6,0.4,3.34,0
9.0,0.7001636003536191,9.5,2.6,2.2,3.365729997461596,0
6.1,1.7,9.1,5.2,1.8998476186046318,2.85,2
5.0,1.229436941063863,7.1,2.070490761706388,8.6,2.68,1
9.7,1.3,7.599982325257567,3.8,1.6,3.29,0
6.8,2.2345802280394587,9.8,0.9,4.265277131987439,2.64,2
6.4,0.1,8.0,4.244035053872249,5.255954409734308,2.95,2
5.3,2.2164214666332676,8.383538033185205,1.4,6.7,2.79,1
9.9,1.0,8.4,3.599977031789038,1.1,3.25,0
7.154834776220767,2.9,7.355557670443471,2.2895542034597476,4.3,3.05,2
5.5,3.3,7.5881007269747975,1.1,6.51197720792176,3.26,1
5.2,0.8347600952185843,8.4,1.6650960584272845,7.9,2.47,1
8.2,0.7,8.5,2.3,4.3,3.24,0
9.7,0.6,6.7,0.7,6.3,3.62,0
9.1,2.1125871828352523,7.6,1.2,3.9873910183055408,3.12,0
5.499504397500374,3.6,9.5,3.4,2.0,2.58,1
8.6,3.6,9.4,1.9,0.5,3.03,0
8.2,0.30001401048929566,5.8,5.4,4.3,3.257327733376605,0
5.0,0.6,7.699892433997931,4.2,6.5,2.61,1
8.3,0.9003092754397493,8.6,1.4,4.8,3.48,0
8.2,3.4,8.3,2.3,1.7998861974908777,3.07,0
5.5,1.5,6.3,1.5,9.199981171214036,2.81,1
9.5,2.5,7.516186732540607,1.5,2.983882436852724,3.49,0
7.9,1.9997756448007706,6.0,4.3,3.8,2.97,2
9.7,3.8,9.6,0.3,0.600088079758951,3.55,0
5.1,3.7,7.1,5.8,2.3,2.6,1
9.3,1.9692095723502625,5.8,2.6306840694012266,4.3,3.09,0
9.7,2.8,7.9,0.3,3.3,3.47,0
9.4,3.0,8.5,0.2890312736171552,2.8109505333127487,3.18,0
6.8,1.2,9.0,4.9,2.1,3.12,2
9.0,2.6,8.5,3.1,0.8,4.0,0
9.5,1.4,6.900076245327298,0.6,5.6,3.33,0
7.3,2.2,6.4,3.5,4.6,3.11,2
5.2,0.1,9.1,2.2,7.400025935016739,2.7784126786797065,1
7.771417826037734,0.9,9.128655766862197,0.5,5.7,3.1,0
5.3,2.0995702235163876,7.7,3.8,5.1,2.39,1
9.0,1.1002407512632786,7.2,0.5,6.2,3.39,0
5.1,3.891758381509071,9.2,4.007845992928104,1.8,2.52,1
5.8,1.0,7.6999182817625496,4.3,5.2,2.8,1
8.3,1.1,9.8,3.5002564847097126,1.3,3.67,0
7.1,1.0,6.800034598167301,4.5,4.6,3.27,2
5.1,0.5,6.136774484785917,-0.7366799931579884,13.0,2.85,0
7.4,0.4,7.5,2.8,5.9,3.26,2
5.9,1.7,7.0,3.7,5.699881230731982,2.8,1
6.9,2.5,7.5,5.1,2.0,3.06,2
8.3,0.7,7.411588330251053,3.9,3.6884398265282563,3.26,0
9.7,2.3,6.9,1.5678313811419073,3.5322138362274806,3.38,0
7.385268588962404,2.2,9.7,1.9,2.814750748639522,3.15,2
5.4,1.3,9.19999308762027,0.1,8.0,2.69,1
9.1,1.1,7.408710172191192,4.2,2.1913692217553304,3.54,0
8.7,3.2,6.4,1.0,4.700046909353848,3.37,0
8.8,3.2,10.0,0.8,1.2001421094016358,3.58,0
6.7,3.7,9.3,1.8,2.5,2.89,2
8.8,3.0,5.499992754425815,5.4,1.3,3.58,0
6.6,3.6,6.9,0.1,6.799966035672103,2.99,2
9.5,0.4,6.6,5.700037253719959,1.8,3.44,0
8.2,1.8,6.500027051755126,2.0,5.5,3.2366187532583583,0
8.4,3.0,7.943489682601189,3.8564538193308806,0.8,3.26,0
5.3,2.2,7.505674894016288,5.3,3.694125028873117,2.62,1
6.8,0.5,5.7,5.227363018074197,5.772594035295249,3.0354913183251924,0
5.4,2.8,7.666807624012272,2.633117234433268,5.5,2.86,0
8.499754955335156,0.3,5.4,5.9,3.9,2.99,0
9.099997927499636,3.8,9.9,0.9,0.3,3.341336439547085,0
6.9,0.3,8.9,3.4,4.5001016615188725,3.21,2
6.925518950308081,2.0,5.1,2.8,7.174347479965498,2.81,0
5.299913763360685,0.5,5.6,3.9,8.7,2.8006308310886663,0
9.8,0.7684310763975901,6.4,5.2,1.8316136065714055,3.500504280839972,0
6.1,3.9,5.1,5.8,3.0997605015549468,2.96,0
5.4,2.2,9.8,3.1,3.5,2.7808559902236625,1
8.1,2.8,7.509601970102356,3.6,1.9904057923863157,3.39,0
5.2,1.1,9.8,3.192463826885408,4.707497625581077,2.82,1
7.3,2.5,6.4,1.0997905279333473,6.7,2.67,2
6.078332324404187,0.5113777338639522,9.9,5.8,1.7102014800632936,2.9077796871330386,2
7.413697179024538,2.1,7.507736646296877,2.6882681402624726,4.2902748188518665,3.1,0
9.6,3.3,9.700074876875654,1.0,0.4,3.54,0
8.100151174945463,1.7,9.7,3.9,0.6,3.45,0
9.9,0.6002355717323411,8.0,2.1,3.4,3.5133700082517403,0
7.22871441061374,3.4,9.2,0.8587288462938538,3.3125565131916126,3.15,0
5.3,3.5,7.601541939958878,3.0170988300291555,4.581189821460281,2.68,1
10.000018001771325,2.2,8.8,2.8,0.2,3.41,0
7.3,0.5,9.800065186417168,3.6,2.8,3.22,2
6.1,2.7,8.1,2.1,5.0,2.98,2
7.6,3.1,7.6,4.899752816414651,0.8,2.99,2
7.8,2.2,9.4,1.9,2.7,3.3,2
8.5,0.9,5.7,0.10032894658581881,8.8,3.55,0
6.8,2.4,6.999938192655492,2.6,5.2,2.97,2
7.6,3.1,7.6504941542496,3.0494930137525635,2.6,3.28,2
9.3,3.8,5.7,4.8,0.39987646926171294,3.386336594072547,0
7.3,3.9,7.215079553426676,1.9848436225204829,3.6,3.08,2
8.2,1.0,5.400104495609508,0.8,8.6,3.3,0
5.9,1.4,9.5,2.7998670160463526,4.4,2.7,1
8.3,0.9325294379967595,5.76753737074792,0.2,8.8,3.14,0
5.9,0.4,5.6,2.8,9.299944714093682,2.73,0
6.0,1.5,8.023639383412284,3.576261196038775,4.9,2.76,2
9.4,3.7,5.3,1.6,4.000012102765652,3.45,0
9.0,3.0,5.899995080221114,1.3,4.8,3.29,0
