Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
29.8,70.13329725951313,5.2,17.9,26.69392824744553,9.2,1.5188419710227348,6.3,319.0,2
31.61915338890006,73.20667678077359,2.3,12.2,30.8,9.7,1.6773565262091763,6.0,611.0,2
32.074165680991726,74.7,21.354866836000966,33.8,24.4,11.999237779187766,1.7110983759581768,5.2,619.0,2
27.1,39.1,6.1,6.3,13.5,5.3,1.15,11.1,383.9385529617115,0
25.725905624725275,70.7,6.9,16.0,19.90240109146348,5.774280599374094,1.01,12.7,303.0,0
39.4,96.6,14.6,30.896574108057955,34.88498790896412,17.9,1.82,3.1,674.0,1
33.75713240101631,82.5,1.7,15.722069543945565,31.1,12.7,1.8,4.6,735.0,3
31.0,59.6,5.0,16.8,26.775382568401305,13.6,1.38,6.3,443.0,2
29.4,93.8,10.3,22.7,45.1,11.8,2.03,5.4068377896297815,604.0901462005215,3
33.2,80.5,11.1,24.551166084381677,32.0,15.3,1.69,4.9,535.0,3
26.3,65.7,1.3,5.9654739441015865,18.3,5.9,0.85,13.0,529.0,0
32.5,71.73136896984744,1.6,12.552428103777462,21.6,19.3,1.53,8.08409730975034,519.0,2
25.915495943495564,53.3,3.7,9.70886847523492,20.801085683419064,6.6,1.09,10.66626440374393,416.2272351600789,0
28.6,63.82514101374741,28.9,35.45587055207193,23.2,4.5,1.02,11.0,508.0,0
22.3,80.5,4.5,12.0,17.2,6.0052682640928445,1.18,10.631451235624517,232.0,0
30.312378999240526,78.9,22.4,29.9,27.5,11.8,1.48,8.493784480647733,501.42957205377894,2
22.9,75.4,4.5,10.4,18.268498238878003,3.7,0.96,14.4,359.0,0
37.6,81.2,28.1,44.03970994637588,46.7,13.7,1.85,4.1,623.3206776253528,3
34.7,59.3,9.0,15.7,28.5,7.1,1.52,6.1,437.0,2
37.8,97.2,0.6,24.6,29.67810855980472,11.7,1.13,7.7,803.0,3
27.6,44.1,3.5,14.4,30.7,9.4,0.97,8.0,338.0,2
27.6,60.267494891514026,3.8,10.9,9.1,1.7,1.04,11.289483764929265,520.0,0
25.6,58.3,0.4,8.02020735080935,25.3,7.681996074307957,1.2776035168434017,10.0,536.0,0
24.6,48.4,8.3,15.4,23.3,4.6,1.03,10.629985232249862,461.0,0
26.2,49.9,0.5,2.0,22.9,2.3,0.94,17.9,581.0,0
24.6945024632439,62.1,16.4,21.3,17.6,4.624724864248728,0.93,11.5,324.0,0
25.47009320027393,69.2,2.0,3.9,20.186923051875855,5.2,1.09,10.1,297.0,0
31.830999301894053,72.2,10.1,16.6,30.111882879059962,6.3,1.85,3.5,637.0,3
29.6,65.6,3.4,9.61231135170131,21.026745714157396,2.9,1.03,10.56346378414774,452.0,0
52.5,96.23305782478639,67.5,91.2,31.6,34.6,2.770480775041142,2.9,785.0,1
36.56549557204513,97.9,22.704025198611568,39.42128540066543,28.1,22.6,2.1292710750934587,3.5,562.0,1
23.3,45.2,24.0,29.0,26.6,5.3,0.96,10.9,575.0,0
35.4,100.2,20.5,33.2,34.4,11.7,1.85,5.1,440.0,3
33.013785416409576,85.8,84.4,94.4,26.7,19.8,1.55,10.0,744.0,3
21.8,79.6,11.081204362342408,16.8,20.028442355718834,6.0,0.91,10.8,455.0,0
27.7,86.1,83.3,94.97484028054728,25.3,6.8,1.71,7.4,594.0,2
27.5,78.9,30.2,36.078767886973026,15.3,3.0,0.98,11.1,472.0,0
28.0,72.2,18.5,25.0,24.9,6.1,1.32,9.505541307490304,480.0,0
22.2,50.0,3.6889549614542787,8.4,23.5,3.7,0.96,11.227827001340378,396.547309017458,0
37.9797677364897,70.1,55.1,72.7,36.81530927160651,30.7,2.12,4.9,612.0,1
38.645145878113524,83.7,3.1,2.2,39.5,29.2,2.61,2.5,898.0,1
36.266706349446146,94.4,48.3,64.39906090563255,31.4,23.3,1.75,4.3,779.0,3
39.3,78.9,68.9,85.2,32.08316701626712,13.0,1.9122274834237176,8.5,586.8077182570676,3
24.7,64.9,17.3,37.0,28.236828150290794,14.9,1.48,5.5,453.0,3
30.851572386074682,62.8,8.7,19.358849587816287,29.7,15.8,1.4,8.1,604.0,2
17.4,56.5,2.6,6.9,21.0,3.5,0.92,11.6,475.0,0
18.1,70.1,3.1,8.1,19.7,5.8,1.18,12.9,273.0,0
25.6,78.1,1.1,5.2,21.3,5.547175485879945,0.89,10.9,524.0,0
22.4,69.3,2.2,7.508601507265887,19.6,4.879578179345179,0.92,10.2,339.0,0
25.3,70.13614583030997,70.7,84.8,25.628361782251133,9.753755625698496,1.59,13.2,587.0,2
42.1,92.53119764555112,14.742955982288004,35.3,41.4,30.4,2.67,2.8,861.0,1
27.5,45.3,2.8,10.1,17.953990402944335,4.1,0.82,11.615148922295361,236.0,0
32.6,65.1,4.1,14.516410156014604,27.060001162518642,14.5,1.45,8.219359863146483,509.0,2
46.1,100.3,144.0,161.8041495485719,36.95893367177388,18.247064499589726,2.3,7.3,443.0,1
33.5,81.2,23.4,56.5,40.61597036889707,27.2,2.531718764913276,3.7,600.0,1
48.1,94.1,4.2,19.0,23.7,6.0,1.57,6.910654226761894,625.0,3
31.6,76.7,21.4,26.9,30.1,17.4,1.29,7.6,663.0,2
29.0,71.8807570723491,32.786763472093966,44.4,27.0,10.604787057551452,1.49,5.7,538.0,2
24.9,82.2,19.5,27.9,25.6,9.489437605006128,1.54,8.658184114596665,490.1511726567023,2
27.7,99.4,21.78766927887411,35.203321638527505,37.5,13.22113842425998,1.74,6.383387110377871,569.0328179224618,3
20.8,48.5,16.0,19.7,17.50360841347297,2.5,0.8716791381028621,11.972972914036387,432.0,0
28.2,71.7,75.2,88.37336950855797,30.8,5.0,1.81,4.8,765.0,3
37.26822706280133,69.7,95.7,112.34255427822151,36.1,20.5,2.3,6.8,673.0,3
24.961520157807563,60.0,14.6,20.6,20.9,1.6,0.94,11.133758731996085,402.3424389363912,0
29.6,63.067179937872226,12.8,15.9,22.0,6.5712705083913345,1.16,11.0,377.0,0
24.58036039005464,73.8,3.3,8.8,18.507104613314844,4.5190029446577284,0.83,10.8,217.0,0
33.2,49.8,1.4,23.3,23.0,25.8,2.06,6.8,730.0,3
39.82017217228341,66.0,44.0,54.0,44.3,22.7,3.09,5.2,641.0,1
28.1,51.8,36.0,40.3,26.4,5.4,1.15,10.8,264.0,0
32.0,74.9,34.3878152863205,45.5,28.8,9.5,1.42,7.8,598.0,2
25.0,63.9,9.3,10.8,19.718573685412238,4.6,0.92,10.1,490.0,0
25.7,69.3,15.7,25.0,27.7,10.6,1.4212262595673844,9.5,480.8453576791625,2
36.042356811791464,69.2,7.9,30.3,35.10355699408552,16.264152560684877,2.07,4.9,724.0,1
26.7,63.2,6.8,12.22134699811668,13.4,4.9,0.98,10.0,358.0,0
20.4,44.9,4.6,9.2,20.5,5.7,1.03,10.2,545.0,0
24.6,84.2,20.309047631394183,29.93448263921629,22.5,9.0,1.48,8.68275688366487,623.0,2
25.9,71.27467632031471,18.776322546696502,29.628226946117604,31.2,19.0,1.48,7.997993636381146,411.0,2
24.211984542302645,54.0,10.655549665040805,15.4,13.9,4.349497983152993,1.0,10.5,265.0,0
35.961252208933274,97.9,54.0,69.81142083860706,34.275453244483884,16.4,2.0639610970794777,5.265070790602611,513.0,3
24.9,63.5,18.46806626190162,22.336552242862364,17.2,4.3,1.18,16.4,390.0,0
28.0,55.2,12.4,18.73300774900057,21.29846859721384,3.7,1.1318486356745527,10.6,467.0,0
26.7,53.9,2.9,6.4,21.322529254737354,6.6,1.1296487824300039,10.648617014294828,533.0,0
30.4,76.77143985519572,28.6,42.6,31.82256633652625,4.0,2.2,6.075509978491212,639.0,3
41.4,65.4,34.3,52.8,42.7,18.12213964232228,2.290483044394527,3.8564630116263903,655.4399448785539,1
25.5,73.4,13.8,21.4,25.7,3.8,0.95,11.0,194.0,0
28.2,49.6,17.0,21.7,19.7,11.3,0.99,11.1,413.80631538617206,0
36.6,76.82603364492186,32.2,41.3,32.1,9.4,1.95,4.4,543.0,3
18.8,59.974612732240104,11.0,15.8,19.54374884512032,5.6,1.09,11.2,409.0,0
26.3,60.43562072980342,23.893660878096245,29.5,15.1,3.7,0.92,10.4,399.0,0
35.17524887353837,79.68966553930679,11.4,26.05389592824837,36.5,20.3,1.89,6.8,680.0,3
23.0,60.84188369940544,1.1,6.294631959772888,24.8,2.1,1.12,12.4,410.99177745932025,0
22.3,59.41162963669577,19.3,24.00822208437167,26.1,5.5,0.82,11.414057751507478,214.0,0
21.4,76.9,2.3,6.7,23.4,2.8,1.09,14.7,338.0,0
44.7,75.6,6.6,28.3,25.7,16.610826074731996,2.1,4.1,643.0,3
22.4,73.0,12.2,15.0,26.6,3.6,0.97,12.9,266.0,0
32.3,82.0,8.8,22.819605823050438,29.8,14.099672137923584,2.03,5.7,600.0,3
33.5,70.8,4.60364189640514,16.3,22.0,15.9,1.63,5.1,527.0,2
33.1,52.0,7.2,15.9,38.9,12.1,1.46,7.3,452.0,2
25.5,48.0,15.5,19.9,18.6,7.7,1.04,10.3,503.0,0
29.9,77.8,1.5,23.4,43.8,20.0,1.89,4.4844667596807675,681.0,3
29.3,67.5,-1.0452994790692092,5.0,21.469666493610692,4.5,1.12,11.0,428.60450496769795,0
23.9,67.62200696833088,25.9,35.422373941791506,21.5,3.1,1.45,5.5,562.0,2
23.7,40.0,20.7,23.0,20.4,6.2,1.05,12.5,318.0,0
21.9,70.1,5.4,10.4,13.5,1.1,1.09,12.5,224.0,0
44.9,105.8,24.5,47.4,41.382998671071476,20.671603642352306,2.36,2.3493051162510348,878.0,1
27.0,64.71084961351934,6.2,13.553595349460396,24.3,5.0,1.2341007532393962,9.83703054087405,446.40168754306006,0
36.565242544042306,87.5,81.9,87.0,40.4,18.4,2.14,2.9,631.0,1
33.4,78.5,101.6,111.5829990506831,19.3,9.2,1.4503487221246285,8.947277958163632,334.0,2
23.5,51.6,0.0,8.3,21.173328033752448,7.4,1.1320216224352189,10.37581739539208,420.36207471102887,0
22.2,75.7,19.0,20.7,19.47180479269734,4.9338140179659895,1.03,10.7,316.0,0
35.4,51.9,48.4,53.0,21.0,10.4,1.53,6.6,628.0,2
41.5,73.94833749606448,3.4,15.4,24.5,6.4,1.38,4.8,748.0,3
21.0,60.5,4.6,10.037661202848906,19.724221055454542,5.05634206008331,1.0281489196713112,10.2,378.0,0
31.3,73.7,20.3,30.7,31.5,12.052713297541615,1.76,7.3,512.0,2
46.8,91.6,240.1,261.5,40.3,37.6,2.46,3.1,762.5121918110553,1
23.9,66.7,14.3,20.555895441973533,21.8,6.04191121085311,1.07,10.569629459759174,413.0,0
24.6,45.1,0.4,5.229293775764754,21.2,4.6412308904301725,0.94,10.1,226.0,0
