Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
29.8,70.13414466918066,20.097448359659783,29.737749169435215,26.812855209742896,10.05970836531082,1.508716517857143,8.45282738095238,319.0,2
30.093669527897,75.6,20.097448359659783,29.737749169435215,26.812855209742896,10.05970836531082,1.64,8.45282738095238,611.0,2
30.093669527897,70.13414466918066,20.097448359659783,29.737749169435215,26.812855209742896,12.6,1.508716517857143,8.45282738095238,619.0,2
27.1,70.13414466918066,20.097448359659783,6.3,26.812855209742896,10.05970836531082,1.508716517857143,8.45282738095238,500.3141970519783,0
26.5,70.7,20.097448359659783,16.0,26.812855209742896,10.05970836531082,1.508716517857143,8.45282738095238,500.3141970519783,0
30.093669527897,70.13414466918066,20.097448359659783,35.5,26.812855209742896,17.9,1.508716517857143,3.1,674.0,1
30.093669527897,70.13414466918066,20.097448359659783,15.8,26.812855209742896,10.05970836531082,1.508716517857143,4.6,735.0,3
30.093669527897,70.13414466918066,20.097448359659783,16.8,26.812855209742896,10.05970836531082,1.38,8.45282738095238,443.0,2
29.4,70.13414466918066,20.097448359659783,22.7,26.812855209742896,11.8,1.508716517857143,5.4,500.3141970519783,3
33.2,80.5,11.1,24.4,26.812855209742896,15.3,1.508716517857143,8.45282738095238,500.3141970519783,3
30.093669527897,70.13414466918066,20.097448359659783,29.737749169435215,26.812855209742896,5.9,1.508716517857143,8.45282738095238,500.3141970519783,0
30.093669527897,51.2,1.6,10.5,26.812855209742896,19.3,1.508716517857143,5.9,500.3141970519783,2
20.0,70.13414466918066,20.097448359659783,29.737749169435215,26.812855209742896,6.6,1.09,8.45282738095238,538.0,0
28.6,70.13414466918066,20.097448359659783,29.737749169435215,26.812855209742896,4.5,1.508716517857143,8.45282738095238,500.3141970519783,0
22.3,80.5,4.5,12.0,26.812855209742896,6.3,1.508716517857143,10.4,232.0,0
30.093669527897,78.9,20.097448359659783,29.9,26.812855209742896,10.05970836531082,1.508716517857143,8.45282738095238,500.3141970519783,2
22.9,75.4,20.097448359659783,29.737749169435215,26.812855209742896,3.7,0.96,8.45282738095238,500.3141970519783,0
37.6,81.2,20.097448359659783,29.737749169435215,26.812855209742896,13.7,1.508716517857143,8.45282738095238,500.3141970519783,3
34.7,59.3,20.097448359659783,29.737749169435215,28.5,10.05970836531082,1.508716517857143,6.1,500.3141970519783,2
30.093669527897,97.2,0.6,29.737749169435215,26.812855209742896,11.7,1.508716517857143,7.7,803.0,3
30.093669527897,44.1,3.5,14.4,30.7,9.4,1.508716517857143,8.45282738095238,500.3141970519783,2
27.6,77.5,20.097448359659783,29.737749169435215,26.812855209742896,10.05970836531082,1.508716517857143,14.4,520.0,0
25.6,58.3,20.097448359659783,-0.2,25.3,10.05970836531082,0.98,10.0,500.3141970519783,0
24.6,70.13414466918066,20.097448359659783,29.737749169435215,26.812855209742896,4.6,1.508716517857143,8.45282738095238,500.3141970519783,0
26.2,70.13414466918066,20.097448359659783,2.0,26.812855209742896,2.3,1.508716517857143,8.45282738095238,581.0,0
22.6,70.13414466918066,20.097448359659783,29.737749169435215,26.812855209742896,4.8,1.508716517857143,8.45282738095238,500.3141970519783,0
30.0,69.2,20.097448359659783,29.737749169435215,26.812855209742896,10.05970836531082,1.09,8.45282738095238,500.3141970519783,0
30.093669527897,72.2,10.1,29.737749169435215,26.812855209742896,10.05970836531082,1.508716517857143,3.5,500.3141970519783,3
29.6,70.13414466918066,3.4,29.737749169435215,26.812855209742896,2.9,1.03,10.2,500.3141970519783,0
52.5,83.9,20.097448359659783,29.737749169435215,26.812855209742896,34.6,1.508716517857143,8.45282738095238,500.3141970519783,1
30.093669527897,97.9,20.097448359659783,57.3,26.812855209742896,10.05970836531082,1.508716517857143,8.45282738095238,562.0,1
23.3,70.13414466918066,24.0,29.737749169435215,26.812855209742896,10.05970836531082,1.508716517857143,8.45282738095238,500.3141970519783,0
35.4,100.2,20.097448359659783,33.2,26.812855209742896,11.7,1.508716517857143,5.1,500.3141970519783,3
29.7,85.8,20.097448359659783,94.4,26.812855209742896,19.8,1.508716517857143,10.0,500.3141970519783,3
30.093669527897,79.6,7.1,29.737749169435215,14.5,6.0,0.91,8.45282738095238,500.3141970519783,0
27.7,70.13414466918066,83.3,93.5,26.812855209742896,10.05970836531082,1.508716517857143,7.4,594.0,2
27.5,78.9,20.097448359659783,34.1,26.812855209742896,10.05970836531082,1.508716517857143,8.45282738095238,500.3141970519783,0
30.093669527897,72.2,20.097448359659783,25.0,26.812855209742896,6.1,1.32,13.2,500.3141970519783,0
22.2,70.13414466918066,20.097448359659783,29.737749169435215,26.812855209742896,10.05970836531082,1.508716517857143,10.2,500.3141970519783,0
30.093669527897,70.1,20.097448359659783,29.737749169435215,26.812855209742896,10.05970836531082,1.508716517857143,4.9,500.3141970519783,1
37.5,83.7,20.097448359659783,29.737749169435215,26.812855209742896,29.2,1.508716517857143,8.45282738095238,500.3141970519783,1
30.9,94.4,20.097448359659783,29.737749169435215,31.4,23.3,1.75,8.45282738095238,500.3141970519783,3
39.3,78.9,20.097448359659783,85.2,26.812855209742896,10.05970836531082,1.7,8.5,500.3141970519783,3
30.093669527897,64.9,20.097448359659783,29.737749169435215,26.812855209742896,10.05970836531082,1.508716517857143,8.45282738095238,500.3141970519783,3
27.8,70.13414466918066,8.7,29.737749169435215,26.812855209742896,15.8,1.508716517857143,8.1,500.3141970519783,2
30.093669527897,56.5,2.6,29.737749169435215,26.812855209742896,3.5,1.508716517857143,8.45282738095238,475.0,0
18.1,70.13414466918066,3.1,29.737749169435215,26.812855209742896,5.8,1.18,12.9,500.3141970519783,0
30.093669527897,70.13414466918066,20.097448359659783,5.2,26.812855209742896,10.05970836531082,0.89,10.9,500.3141970519783,0
22.4,69.3,20.097448359659783,29.737749169435215,26.812855209742896,3.0,0.92,10.2,500.3141970519783,0
