Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
29.8,58.814864961333285,21.009580077054373,26.904001484744352,20.633893965828946,7.632845156962063,1.395760567317902,9.417878849196295,319.0,2
33.139079607077775,75.6,21.833839842238312,35.58568286481544,31.070326398465273,12.59508611474029,1.64,7.419698260369871,611.0,2
33.179889653655536,76.91978093412598,21.42611815537033,35.478477009329104,31.409080076951547,12.6,1.6892385277073352,7.384624043881271,619.0,2
27.1,64.53672003552924,-0.35853427412651584,6.3,23.56941689567557,7.615510794611367,1.290161069548513,9.648132535461414,448.16193998220893,0
26.5,70.7,8.61184506614969,16.0,23.891744534542973,7.985937961417491,1.3278641351646954,9.549386761701074,459.2131090915785,0
38.505948490924524,86.07605863859652,13.398676070252023,35.5,37.20119619959866,17.9,2.2609436706724377,3.1,674.0,1
36.39367198671903,84.14642177795184,-3.930993551060223,15.8,36.98921405960671,15.305668793150176,1.9553249883626682,4.6,735.0,3
28.162772713370927,65.43039314066078,9.186668042229133,16.8,23.951540626910358,8.328361106295702,1.38,9.251225063139612,443.0,2
29.4,74.78944377582957,9.065331144422196,22.7,29.425097976716664,11.8,1.769913550838373,5.4,504.5547396957921,3
33.2,80.5,11.1,24.4,30.12684451169622,15.3,1.7514402231001824,7.9497623440635525,562.5750075129556,3
27.970603626592435,65.38139726302279,17.989608934970434,25.475720963086093,24.13675897652349,5.9,1.288474534996829,9.060152537204077,462.44466934807707,0
32.83876774347168,51.2,1.6,10.5,31.899975150227938,19.3,1.793711148482652,5.9,405.3026931506068,2
20.0,71.18346286257412,10.175651087170124,15.251148653121593,24.410710484643083,6.6,1.09,11.041250319524938,538.0,0
28.6,63.63022940027321,17.438991165762086,24.430845807652677,23.422769909955903,4.5,1.2229993329343398,9.362455985003207,459.4509172012159,0
22.3,80.5,4.5,12.0,12.381466088016161,6.3,1.4258231789364704,10.4,232.0,0
30.900254230105602,78.9,17.23854901680424,29.9,28.156564421915874,11.635329278772161,1.6595013960095129,7.7197361337247905,536.9843766778504,2
22.9,75.4,16.610168225479505,20.931206664507094,20.37963155151396,3.7,0.96,11.339954829938492,444.5983429643962,0
37.6,81.2,25.544191151682995,43.022237381570264,32.35943494474736,13.7,1.9223509190436792,5.888315384585617,613.4666195268674,3
34.7,59.3,21.098344132926055,33.73304315117134,28.5,10.411105488340354,1.6983591951618155,6.1,483.5445299594829,2
40.23623082296126,97.2,0.6,20.003200941241353,34.49451535526491,11.7,1.731230560548001,7.7,803.0,3
36.31528475641532,44.1,3.5,14.4,30.7,9.4,1.5778759059997913,6.441836476490046,536.0699989939442,2
27.6,77.5,19.599928586613796,23.692735416772862,22.366964627583688,9.4630171214678,1.1093853624554417,14.4,520.0,0
