Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
7.662068965517241,1.985994764397906,8.7,2.8,1.8,2.99,2
7.662068965517241,3.5,7.506,2.704981320049814,4.416026711185308,3.119424603174603,1
7.662068965517241,3.9,7.506,1.2,4.416026711185308,3.119424603174603,1
7.662068965517241,1.985994764397906,7.2,2.704981320049814,4.416026711185308,3.119424603174603,2
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.51,0
7.662068965517241,1.985994764397906,7.506,0.3,4.416026711185308,2.85,2
7.662068965517241,0.7,5.3,2.704981320049814,4.416026711185308,3.119424603174603,0
8.4,1.8,7.506,3.0,4.416026711185308,3.2,0
7.662068965517241,3.6,7.506,2.704981320049814,4.416026711185308,3.119424603174603,1
7.662068965517241,1.985994764397906,7.506,2.704981320049814,1.3,3.119424603174603,2
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,0
6.9,1.985994764397906,7.506,2.1,4.416026711185308,3.119424603174603,2
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,2.82,0
5.0,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,1
7.662068965517241,0.3,7.506,2.704981320049814,4.416026711185308,3.119424603174603,0
7.662068965517241,0.3,6.6,2.0,4.416026711185308,3.119424603174603,2
7.662068965517241,2.6,7.506,2.704981320049814,1.8,3.36,0
8.8,2.2,7.506,2.0,4.416026711185308,3.119424603174603,0
7.6,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.16,0
7.662068965517241,1.985994764397906,9.5,2.704981320049814,4.416026711185308,3.119424603174603,2
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,2
7.662068965517241,1.985994764397906,7.506,2.6,4.416026711185308,3.119424603174603,0
7.662068965517241,0.7,9.5,2.6,4.416026711185308,3.119424603174603,0
7.662068965517241,1.985994764397906,9.1,2.704981320049814,4.416026711185308,3.119424603174603,2
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,3.119424603174603,1
7.662068965517241,1.985994764397906,7.6,2.704981320049814,1.6,3.119424603174603,0
7.662068965517241,1.985994764397906,7.506,2.704981320049814,2.6,3.119424603174603,2
7.662068965517241,1.985994764397906,7.506,3.0,4.416026711185308,3.119424603174603,2
5.3,1.1,7.506,2.704981320049814,4.416026711185308,3.119424603174603,1
7.662068965517241,1.985994764397906,7.506,3.6,4.416026711185308,3.119424603174603,0
7.662068965517241,1.985994764397906,7.506,3.8,4.416026711185308,3.05,2
7.662068965517241,3.3,7.506,2.704981320049814,4.416026711185308,3.26,1
7.662068965517241,2.4,7.506,0.1,4.416026711185308,3.119424603174603,1
7.662068965517241,1.985994764397906,8.5,2.3,4.416026711185308,3.24,0
7.662068965517241,0.6,7.506,0.7,4.416026711185308,3.62,0
7.662068965517241,2.2,7.6,2.704981320049814,4.416026711185308,3.12,0
7.662068965517241,1.985994764397906,7.506,2.704981320049814,4.416026711185308,2.58,1
