Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
7.3,3.8,8.7,2.8,1.8,2.99,2
6.5200000000000005,0.96,7.68,4.2,4.720000000000001,2.75,1
6.94,3.9,9.2,1.2,4.6,2.904,1
7.0600000000000005,0.9199999999999999,7.2,1.7,6.5,2.88,2
8.1,0.6,8.02,2.2,6.6,3.51,0
6.0,2.1,7.0,3.08,4.859999999999999,2.85,2
8.0,2.04,5.3,5.7,4.3,3.08,0
8.080000000000002,1.8,7.08,3.0,4.32,3.2,0
5.2,3.6,6.3,4.0,4.9,2.82,1
7.7,2.36,9.8,4.5,1.3,3.2620000000000005,2
9.7,3.6,8.0,2.5,0.2,3.062,0
8.139999999999999,1.1,9.1,2.1,4.8,2.97,2
6.4,2.2,5.7,3.1799999999999997,4.9,2.82,0
7.42,3.3,6.659999999999999,4.4,2.8,2.87,1
8.16,0.3,7.159999999999999,0.7,7.3,3.4,0
7.580000000000001,0.3,6.3,2.0,8.4,3.2,2
7.619999999999999,2.6,7.2,2.98,2.8600000000000003,3.082,0
8.72,2.2,7.000000000000002,2.0,3.5400000000000005,3.19,0
7.6,1.7,7.159999999999999,0.6,9.0,2.8880000000000003,0
6.6,1.6,9.5,1.5,4.4,3.134,2
7.4799999999999995,3.0,6.1,0.5,4.180000000000001,2.9,2
7.159999999999999,3.2,8.1,2.6,3.3600000000000003,3.34,0
7.6,0.7,7.74,4.4,5.340000000000001,3.354,0
6.539999999999999,1.7,6.720000000000001,2.3200000000000003,1.9,2.85,2
7.899999999999999,2.0,7.659999999999999,1.3,8.6,2.9899999999999998,1
7.526351351351351,2.0034198860037997,7.462253193960511,2.6878252788104087,4.244539982803095,3.124078260869565,0
6.8,3.9,8.1,1.0799999999999998,3.2199999999999998,3.0919999999999996,2
6.4,0.1,6.6,4.0200000000000005,6.5,2.9539999999999997,2
6.040000000000001,1.1,9.5,1.4,6.5200000000000005,2.79,1
9.9,1.0,8.4,3.6,1.1,3.198,0
7.659999999999999,2.9,8.8,3.8,2.84,3.268,2
6.42,3.3,6.880000000000001,1.8,2.6399999999999997,3.26,1
5.2,2.4,8.4,2.9,7.9,2.47,1
8.2,0.7,8.16,2.3,4.3,3.3020000000000005,0
8.040000000000001,0.6,6.7,0.7,5.06,3.62,0
8.379999999999999,2.2,7.32,1.2,3.9,3.12,0
5.5,3.6,7.779999999999999,3.4,2.0,2.58,1
6.720000000000001,3.6,7.6,1.9,3.12,3.126,0
8.2,0.3,5.8,5.4,4.3,2.9379999999999997,0
7.9,0.6,7.58,4.2,5.339999999999999,2.61,1
7.74,2.46,7.4799999999999995,2.68,4.8,3.48,0
8.2,3.4,7.9799999999999995,3.54,1.8,3.07,0
7.119999999999999,1.5,7.539999999999999,1.5,9.2,2.81,1
9.5,2.8600000000000003,8.18,4.06,1.5,3.3879999999999995,0
7.8,2.0,6.659999999999999,4.3,5.46,3.1340000000000003,2
6.88,3.8,9.6,2.58,3.6799999999999997,3.55,0
7.38,2.38,7.1,5.8,4.1,2.6,1
9.3,1.3,5.8,3.3,4.3,3.09,0
9.7,2.84,8.319999999999999,0.3,3.5,3.2,0
9.4,3.0,7.260000000000001,2.8199999999999994,3.9,3.18,0
7.58,1.2,9.0,2.2399999999999998,5.58,3.2960000000000003,2
7.3,2.6,7.7,3.1,0.8,3.082,0
6.88,1.4,8.059999999999999,0.6,5.6,3.33,0
8.379999999999999,2.2,6.4,3.5,4.6,3.11,2
7.039999999999999,1.48,6.540000000000001,2.2,7.4,3.082,1
8.8,0.9,6.94,2.4,4.42,3.1,0
7.5,2.1,7.7,1.7599999999999998,4.24,2.39,1
9.0,1.1,7.659999999999999,0.5,4.48,3.054,0
5.1,2.5200000000000005,8.540000000000001,4.0,1.8,3.148,1
5.8,1.0,7.7,3.44,4.34,3.308,1
8.3,1.1,5.9799999999999995,4.0,4.56,3.67,0
6.220000000000001,1.3800000000000001,7.58,2.7,4.6,3.27,2
5.1,2.06,7.640000000000001,2.1399999999999997,13.0,2.85,0
8.76,0.4,7.5,2.8,4.1,3.152,2
5.9,1.7,7.260000000000001,3.7,6.38,2.8,1
8.3,2.5,6.860000000000001,2.2800000000000002,5.680000000000001,3.06,2
7.6,0.7,7.74,4.4,5.340000000000001,3.354,0
9.7,2.3,6.9,3.3,4.28,3.38,0
7.3,2.2,5.840000000000001,2.66,5.16,3.14,2
5.4,1.3,6.08,0.1,5.64,2.69,1
7.540000000000001,1.1,5.6,2.44,4.0,3.354,0
8.58,3.2,7.62,2.66,4.7,3.37,0
7.92,3.2,8.42,0.8,1.2,3.58,0
6.7,3.7,7.38,2.4,2.5,2.89,2
8.28,3.0,8.2,2.4799999999999995,1.3,3.58,0
6.719999999999999,3.6,7.24,0.1,5.5,2.99,2
9.5,0.4,8.06,1.98,1.8,3.44,0
8.2,1.8,6.92,1.2599999999999998,5.5,3.35,0
8.18,3.0,8.080000000000002,3.0000000000000004,3.34,3.26,0
5.3,2.2,7.2,5.3,4.0,3.05,1
7.639999999999999,0.5,7.4799999999999995,4.6,3.4799999999999995,3.124,0
5.4,2.8,6.4399999999999995,4.9,5.5,2.86,0
6.58,0.3,5.4,3.72,3.9,2.8339999999999996,0
9.1,3.8,9.9,0.9,2.8600000000000003,3.314,0
7.56,0.3,6.68,2.8600000000000003,4.5,3.108,2
6.7,2.0,5.1,2.8,5.38,2.81,0
5.3,0.5,6.9399999999999995,3.9,4.9,2.838,0
7.860000000000001,1.5,8.02,5.2,1.1,3.78,0
7.139999999999999,3.9,7.859999999999999,5.8,3.1,2.786,0
7.040000000000001,1.8800000000000001,8.34,3.1,3.5,2.81,1
8.1,2.8,6.6,1.7,3.78,3.39,0
7.799999999999999,1.1,9.8,2.3600000000000003,2.6,2.82,1
7.3,2.5,6.4,1.1,6.7,3.028,2
7.5200000000000005,2.32,9.9,5.8,3.6399999999999997,3.08,2
8.5,2.4,6.960000000000001,1.6199999999999999,5.04,3.1,0
7.160000000000001,3.3,7.459999999999999,1.0,4.42,3.54,0
8.38,1.7,9.7,3.9,0.6,3.45,0
9.9,0.6,7.279999999999999,0.96,3.4,3.39,0
7.659999999999999,3.4,9.2,0.7,5.3,3.15,0
6.6800000000000015,3.5,9.1,6.0,0.1,3.15,1
10.0,2.2,6.659999999999999,2.62,3.7399999999999998,3.026,0
7.3,0.5,6.0,2.6399999999999997,2.8,3.22,2
6.1,2.7,7.540000000000001,2.1,5.0,3.0120000000000005,2
7.6,3.1,7.6,4.9,0.8,3.1260000000000003,2
7.8,2.88,9.4,1.9,2.7,3.3,2
8.5,2.14,5.7,0.1,4.3,3.55,0
7.9799999999999995,2.4,7.0,3.1199999999999997,4.16,2.97,2
7.6,3.1,7.0,3.1799999999999997,2.6,3.28,2
9.3,3.8,5.7,4.8,0.4,3.05,0
7.3,3.9,8.14,3.28,2.62,3.08,2
8.2,1.0,7.76,0.8,3.2,3.3,0
7.719999999999999,2.62,9.5,2.4400000000000004,1.58,3.0380000000000003,1
8.3,0.7,8.32,0.2,4.94,3.316,0
5.9,0.4,8.54,2.06,4.64,2.73,0
7.4399999999999995,1.5,7.5,4.1,4.9,2.76,2
9.4,3.7,7.640000000000001,2.1,4.0,3.45,0
9.0,3.0,6.9399999999999995,2.2,4.8,3.146,0
8.1,1.5,7.3,4.5,2.6,3.034,0
5.2,1.0,8.6,5.4,5.96,2.9219999999999997,1
5.5,1.8,8.14,1.5,7.5,3.116,1
6.4799999999999995,1.5,7.32,2.84,9.2,2.82,0
5.6,3.6,8.0,4.1,4.36,3.048,1
8.02,2.0,7.839999999999999,3.2,4.5,3.64,0
7.139999999999999,2.0200000000000005,6.4,2.2,7.7,2.962,2
8.2,2.3,6.8,2.7,0.8,3.174,0
7.58,0.6,6.2,1.0,6.04,2.94,1
6.92,1.1,6.4799999999999995,5.4,5.7,2.89,0
7.1,3.9,8.780000000000001,4.459999999999999,2.7600000000000002,2.9,0
7.580000000000001,3.5,7.9,2.52,2.88,3.57,0
9.6,2.2,7.9,1.2,3.1,3.146,0
7.6,0.7,7.74,4.4,5.340000000000001,3.354,0
7.840000000000001,2.4,8.080000000000002,1.6,4.92,2.85,1
6.3,1.9,6.28,2.86,8.3,2.7,1
5.3,4.0,6.6,1.54,3.2,3.004,1
7.779999999999999,2.7,8.14,3.6,2.6,2.45,2
7.140000000000001,1.02,7.139999999999999,4.2,4.68,2.912,2
7.8,1.8800000000000001,7.080000000000001,3.16,4.7,3.2359999999999998,1
7.18,1.7400000000000002,5.7,4.8,2.2,2.9699999999999998,0
6.0,0.7,5.8,4.9,6.6,2.96,0
6.8,3.5,6.8,0.5799999999999998,1.8,3.44,2
7.279999999999999,1.5,6.88,1.46,6.2,3.314,2
6.2,3.6,7.38,3.3,4.0,3.3379999999999996,2
7.340000000000001,1.5399999999999998,6.68,5.6,0.8,3.13,0
5.7,1.9,7.940000000000002,3.2,3.12,3.08,1
8.42,1.48,5.8,2.96,3.8,3.59,0
5.2,2.3,8.8,5.3,3.9199999999999995,2.61,1
6.7,3.3,5.6,5.1,5.38,2.95,0
9.0,0.6,8.52,2.58,6.4399999999999995,2.94,0
8.2,2.28,8.5,2.3,4.04,3.14,0
5.859999999999999,3.6,7.62,2.4,2.72,2.64,1
7.3,3.8,5.8,3.5,3.9200000000000004,3.2560000000000002,0
7.3,3.5,9.7,2.7199999999999998,2.5,3.228,1
8.46,3.7,8.5,2.56,1.6400000000000001,3.65,0
7.959999999999999,2.9,9.7,4.0,3.12,3.33,2
7.3,0.5,9.9,3.16,1.3,3.11,2
8.0,1.6,7.0,1.94,5.46,3.42,0
9.0,0.0,6.7,2.5599999999999996,5.5200000000000005,3.51,0
7.18,2.2199999999999998,7.6,1.6600000000000001,4.7,3.02,2
6.1,1.8,6.62,2.2399999999999998,9.3,2.38,0
8.88,1.4,7.9,3.2,1.9,3.43,0
5.1,2.7,5.9,5.8,3.34,2.71,0
8.02,4.0,8.0,3.6,3.5,3.022,1
7.840000000000001,3.0,6.0,2.06,3.5400000000000005,2.68,1
5.2,2.2600000000000002,7.8,3.5,8.7,3.042,1
8.9,1.8,8.040000000000001,1.6,5.5200000000000005,3.58,0
7.32,0.7,8.66,5.7,3.2600000000000002,2.46,1
8.559999999999999,1.1,8.2,2.68,4.1,3.22,2
6.88,1.94,6.2,2.7199999999999998,5.32,3.036,1
7.220000000000001,0.4,9.0,1.1,2.42,3.2960000000000003,1
7.019999999999999,1.0,7.9,5.1,3.8,3.21,1
9.2,1.6,8.3,1.0,3.9,3.5,0
7.526351351351351,2.0034198860037997,7.462253193960511,2.6878252788104087,4.244539982803095,3.124078260869565,1
7.58,2.3,8.5,5.4,3.3,2.78,1
7.76,2.0799999999999996,8.379999999999999,1.4200000000000002,6.6,3.15,2
7.76,2.3,6.640000000000001,3.34,3.9,3.26,0
6.92,0.6,9.3,2.6,2.7,3.1100000000000003,0
9.5,3.2,7.459999999999999,0.1,4.1,3.258,0
8.2,1.0,8.1,4.16,4.540000000000001,3.186,0
9.9,2.1,5.9,1.6,4.5,3.168,0
6.4,2.2,8.14,5.0,2.1,2.76,2
7.38,0.0,7.260000000000001,5.4,6.9,3.2739999999999996,0
8.0,2.7,7.959999999999999,4.42,3.1,2.9219999999999997,0
7.1,1.5,8.04,0.3,5.4799999999999995,3.17,2
7.159999999999999,2.4,7.32,2.1800000000000006,3.8599999999999994,2.66,1
6.4,1.4,7.76,1.8,5.8,2.77,2
8.3,3.7,8.7,0.7,2.6,3.77,0
8.34,1.0,8.080000000000002,3.7,3.9800000000000004,3.29,1
6.7,3.1,5.5,0.5,8.2,3.152,0
8.399999999999999,2.0,8.4,2.2,2.8,3.0199999999999996,0
8.059999999999999,2.8,6.4,3.4,3.8,3.24,0
7.980000000000001,0.4,9.6,1.58,6.4,3.194,2
7.9399999999999995,2.2,7.620000000000002,3.8,2.1,3.22,1
8.760000000000002,2.6,6.760000000000001,3.3,0.6,3.4120000000000004,0
6.959999999999999,4.0,8.379999999999999,0.2,4.34,2.58,2
7.58,3.7,5.9,3.4,2.5,3.06,0
7.539999999999999,3.9,9.7,1.92,3.6399999999999997,2.9099999999999997,0
9.3,1.02,6.42,3.9,0.8,3.41,0
6.2,1.8,8.76,4.2,7.7,2.84,0
6.7,2.9,7.32,1.9,7.2,3.29,0
7.519999999999999,2.5,6.74,3.4,4.999999999999999,3.128,2
6.960000000000001,0.1,9.4,0.1,8.2,3.2120000000000006,2
9.7,1.44,7.7,0.4,0.7,3.4480000000000004,0
8.8,1.6,7.4,3.8,2.4,3.23,0
8.080000000000002,1.6,6.2,0.7,4.96,3.36,2
6.8,1.1,6.5,1.4,4.76,3.174,2
6.9,2.7,6.1,1.9599999999999997,3.08,3.08,2
8.06,0.4,7.1,5.3,2.38,3.33,0
7.659999999999999,0.7,10.0,3.4200000000000004,3.6,3.35,0
9.7,2.6,7.88,2.56,2.4000000000000004,3.33,0
8.02,2.6,8.9,2.1,4.66,2.81,2
7.260000000000001,3.9,7.58,2.96,4.24,3.08,1
7.0,2.0,9.1,2.4200000000000004,4.5,3.16,0
6.38,2.1,6.880000000000001,2.2399999999999998,6.5,2.79,2
9.4,3.8,9.3,2.66,0.3,3.33,0
7.840000000000001,2.2,7.239999999999999,2.5,3.4200000000000004,3.2479999999999998,0
7.779999999999999,2.0,7.279999999999999,1.3,6.1,3.14,0
7.7,0.3,9.3,3.0,3.0,3.082,0
9.1,1.4,7.659999999999999,2.9,2.2,3.26,0
6.94,3.5,9.0,3.28,1.8,3.11,2
7.779999999999999,2.88,8.1,3.5,1.2,3.268,0
5.8,3.5,7.08,0.8200000000000001,5.1,3.1260000000000003,1
6.7,3.0,7.4,4.9,1.8399999999999999,3.03,0
7.24,2.0,7.68,1.7,6.1,3.42,0
8.2,1.0,7.280000000000001,3.9800000000000004,3.4,3.24,0
8.9,0.4,7.0,3.2,2.7,3.32,0
8.7,1.52,8.620000000000001,3.84,1.0,3.532,0
8.4,0.3,6.5,3.1199999999999997,4.6,3.29,0
6.74,2.1,7.06,5.2,4.4,2.86,0
7.119999999999999,2.5200000000000005,8.7,3.22,1.3,3.128,0
8.4,2.6199999999999997,7.459999999999999,6.0,1.4,3.25,0
7.1,1.8,5.8,4.8,5.28,2.86,0
7.44,2.7,8.3,3.06,6.0,2.95,1
7.38,2.78,7.2,1.9200000000000004,0.7,3.0660000000000003,0
7.68,2.46,8.559999999999999,3.06,3.5,3.114,2
7.540000000000001,0.9,7.0,4.2,5.859999999999999,3.1679999999999997,0
8.58,1.9,9.8,0.6,2.4,3.68,0
9.3,2.4,6.3,3.6,2.0800000000000005,3.3920000000000003,0
5.7,0.1,9.6,3.5200000000000005,5.12,3.12,1
7.24,2.06,6.619999999999999,1.56,6.7,3.0740000000000003,0
6.0,2.0,8.44,3.5,3.9200000000000004,3.26,0
6.160000000000001,2.0999999999999996,6.6,2.7,5.02,2.85,2
8.139999999999999,1.2,7.58,3.34,1.1,3.132,2
8.059999999999999,2.4799999999999995,7.4,2.36,6.9,3.33,0
7.040000000000001,2.8,7.8,2.6399999999999997,5.2,2.98,0
6.6,2.1,5.4,2.1,7.8,3.06,0
7.8,2.8,7.56,0.9,3.5,3.11,2
8.54,0.4,8.4,2.06,4.5200000000000005,2.88,1
6.720000000000001,3.5,8.6,2.2600000000000002,0.7,3.1060000000000003,0
6.760000000000001,3.3,7.18,2.52,3.2,3.27,0
8.16,2.6,7.6,4.4,2.1,3.044,2
6.659999999999999,1.56,6.2,1.0,4.18,3.2019999999999995,1
7.159999999999999,1.3,7.24,3.7800000000000002,4.58,3.57,0
8.3,2.0,7.8,3.5199999999999996,1.7,3.25,0
7.6,2.7,6.5600000000000005,3.5,9.7,2.92,0
6.3,1.9,7.839999999999999,4.4,2.1,3.032,2
6.7,1.5,9.9,2.5000000000000004,3.4599999999999995,2.96,2
9.3,2.66,7.0200000000000005,2.76,1.4,3.61,0
9.5,1.7,6.4,1.8,2.8,3.42,0
8.0,2.8400000000000003,6.9799999999999995,3.4799999999999995,2.0,3.31,0
8.6,3.6,6.36,2.7399999999999998,4.5,3.148,0
7.779999999999999,0.7,7.42,2.0,3.7399999999999998,3.59,0
7.160000000000001,2.1,6.8,3.0999999999999996,4.3,3.01,2
5.8,1.6,7.62,1.5,4.459999999999999,3.252,1
8.9,1.6800000000000002,9.8,2.2,2.6,3.1799999999999997,0
7.1,0.3,6.88,3.1,7.18,3.166,0
7.2,1.0,8.419999999999998,4.2,3.5,2.948,2
5.8,0.7,5.2,4.4,7.9,2.81,0
9.2,3.2,8.419999999999998,1.6800000000000002,3.1399999999999997,3.8,0
6.0,0.4,6.3,2.1599999999999997,11.0,3.05,2
5.2,1.48,7.239999999999999,5.6,4.04,3.072,1
7.780000000000001,2.0,7.24,4.18,9.3,3.17,0
7.719999999999999,1.64,7.7,2.38,3.2,3.1480000000000006,2
5.7,2.62,7.419999999999999,1.9400000000000002,7.5,2.98,1
9.8,0.4,8.4,2.4199999999999995,3.0,3.26,0
9.3,1.5,8.5,3.5199999999999996,2.48,3.43,0
8.06,2.5,7.9799999999999995,3.1,2.0,3.2,2
5.2,3.7,8.4,4.1,2.6,3.2700000000000005,1
7.42,2.6,5.5,3.9,5.0,2.82,0
8.38,1.9400000000000002,7.38,1.5999999999999999,3.96,3.56,0
7.6,3.0,7.700000000000001,1.5,2.3,3.25,2
6.6,2.7,9.0,4.3,1.4,2.93,2
6.859999999999999,1.94,6.980000000000001,0.0,7.220000000000001,2.978,0
8.0,1.5,6.9,2.0799999999999996,3.9800000000000004,2.912,2
6.2,1.5,7.4799999999999995,0.4,5.779999999999999,2.5,2
8.0,2.7,8.1,2.4,2.8,3.136,2
7.6,2.7600000000000002,5.1,2.0,2.46,3.034,0
6.9,1.6,6.840000000000001,3.5800000000000005,4.4,3.31,2
7.82,2.9,7.4,2.3200000000000003,2.2,3.48,0
7.44,0.0,7.640000000000001,2.2600000000000002,4.4,2.92,2
7.140000000000001,1.4600000000000002,6.840000000000001,1.8,7.6,2.984,1
8.02,1.0,6.4,1.9600000000000002,7.4,3.1399999999999997,2
6.6,2.4,8.6,3.3199999999999994,4.8,3.09,2
7.1,0.5,6.44,4.1,6.4,3.09,0
7.220000000000001,0.4,6.4,1.5,5.8,3.16,0
8.34,1.9,7.24,1.8,1.5,3.5,0
9.8,2.4,9.1,2.4,0.3,3.02,0
6.94,1.6800000000000002,8.1,2.5,6.5,2.67,2
8.9,1.8199999999999998,8.08,2.1,2.8,3.2939999999999996,0
7.4,0.4,7.18,2.7,4.5,3.088,0
7.5,3.5,6.1,0.5,5.2,3.37,0
7.56,3.0,8.0,3.3,4.659999999999999,3.4379999999999997,1
7.779999999999999,2.0,7.44,3.7600000000000002,3.5,3.054,2
8.5,1.6,7.6,2.1,2.5,3.0860000000000003,0
6.4,0.3,5.4,5.4,4.9399999999999995,3.29,0
6.0600000000000005,2.6399999999999997,6.44,2.04,8.5,2.91,2
5.3,3.2,7.0200000000000005,3.2,6.1,2.64,1
9.4,1.8400000000000003,7.7,4.6,2.9,3.66,0
7.6800000000000015,2.6,7.88,2.6,4.46,3.26,0
7.3,0.2,7.340000000000001,5.7,3.0,3.2,2
6.0,2.58,6.5200000000000005,3.94,7.7,2.72,0
8.8,1.4,9.44,2.7600000000000002,1.1,3.1,0
8.260000000000002,2.78,9.239999999999998,3.12,0.4,3.44,0
7.6,2.5,7.56,2.42,4.0,3.17,0
8.9,2.8,5.2,1.8,3.3600000000000003,3.318,0
7.0600000000000005,1.4,9.120000000000001,2.9,4.140000000000001,2.58,0
7.0,2.1,8.319999999999999,3.1,4.1,3.062,2
7.459999999999999,2.0,10.0,2.0,0.4,2.934,0
7.9,3.5,7.94,2.16,3.2,3.02,2
9.0,1.2,5.4,2.4,6.0,3.278,0
6.7,3.9,8.2,4.3,0.9,2.83,2
5.7,3.4,7.32,2.6,2.7,3.154,1
7.0200000000000005,2.0,8.74,3.1,4.56,3.0,1
6.8,0.3,5.1,0.8,5.56,3.03,0
8.12,1.7,7.18,1.3,2.9,3.58,0
7.2,0.4,8.4,2.3400000000000003,4.68,3.39,2
7.139999999999999,0.2,7.959999999999999,2.8,6.3,3.0319999999999996,1
7.239999999999999,2.2,5.3,4.0,5.2,3.2379999999999995,0
8.5,0.2,8.24,2.6799999999999997,1.8,3.21,0
6.539999999999999,1.0,8.520000000000001,3.7,2.02,2.9699999999999998,0
7.279999999999999,3.5,8.84,2.94,3.1,3.04,1
6.8,1.7,9.1,4.4,4.4,2.9,2
5.1,1.0,8.2,4.68,8.3,2.25,1
7.980000000000001,0.9,5.1,1.4,8.9,2.976,0
5.5,1.9799999999999998,6.5,5.1,3.9,2.94,1
5.5,2.0,5.8,1.9,8.8,2.79,0
8.6,1.6,7.3,4.7,3.9599999999999995,3.38,2
7.5,3.8,8.9,0.6,4.5,3.3,0
7.340000000000001,1.04,5.2,3.8200000000000003,7.1,3.0360000000000005,0
8.14,2.5,8.3,5.3,0.6,3.36,2
5.3,2.1,7.9,2.86,6.4,2.95,0
8.280000000000001,2.38,7.419999999999999,0.5,3.56,3.07,0
7.7,0.0,6.42,4.4,4.4,2.85,1
6.8,1.2,6.7,4.6,4.7,3.2800000000000002,2
5.9,0.4,6.459999999999999,4.6,4.8,2.99,1
7.340000000000001,1.06,6.4799999999999995,5.8,6.4,2.95,0
8.1,2.04,6.0,1.9,7.7,3.06,0
8.1,3.1,8.2,1.72,2.44,3.25,0
8.34,2.4,7.700000000000001,2.8,1.0,3.67,0
7.959999999999999,2.6,7.12,3.6,4.7,3.16,0
7.2,2.5,9.7,1.1,3.5,2.69,2
5.6,0.8,6.7,3.5599999999999996,4.880000000000001,3.01,1
9.3,3.4,7.68,3.96,1.3,3.28,0
8.72,1.8,8.7,1.6999999999999997,1.1,3.45,0
7.719999999999999,2.2,7.159999999999999,5.6,0.4,3.12,1
5.2,0.7,7.7,4.4,8.0,2.67,0
7.5,2.4000000000000004,7.279999999999999,2.62,2.0,3.24,2
8.1,2.0,7.58,3.0,4.1,3.35,2
8.2,3.0,7.839999999999999,2.8,4.2,3.31,0
5.0,2.44,8.6,6.0,3.4,3.1959999999999997,1
7.12,0.8,7.74,4.4,2.0,3.18,0
8.1,0.8,7.140000000000001,4.7,4.76,3.19,0
7.3,0.1,7.040000000000001,1.2,5.2,3.32,0
9.8,1.5,7.5,2.9,5.2,3.61,0
10.0,1.5,7.2,1.7399999999999998,1.5,3.43,0
9.4,2.4,7.0,3.7199999999999998,4.180000000000001,2.898,0
8.5,0.4,8.4,2.28,4.540000000000001,3.6,0
7.526351351351351,2.0034198860037997,7.462253193960511,2.6878252788104087,4.244539982803095,3.124078260869565,0
7.9,3.2,8.440000000000001,2.2,1.1,3.5,0
7.5,0.3,5.3,3.0200000000000005,8.9,3.26,0
8.08,2.1,7.2,1.78,4.9,3.53,0
7.58,1.7,7.6,1.3,2.62,3.1079999999999997,0
10.0,3.7,8.2,0.9,1.2,3.63,0
7.159999999999999,3.1,7.539999999999999,2.5,4.9799999999999995,3.16,0
7.1,2.4,5.9,2.42,4.64,3.4,0
5.82,2.6399999999999997,5.1,5.0,7.1,2.95,0
6.5,1.64,6.3,2.6,4.9799999999999995,2.62,2
8.540000000000001,3.4,7.68,4.3,1.0,3.05,0
5.7,1.8800000000000001,8.6,3.0,3.4200000000000004,2.28,1
7.919999999999999,2.9,7.9,0.8,1.8,2.88,2
8.8,1.6199999999999999,6.640000000000001,2.6599999999999997,2.6,3.38,0
6.2,1.1,7.159999999999999,1.5,5.02,2.75,1
6.4,1.3800000000000001,7.959999999999999,1.9600000000000002,2.7,3.03,2
5.3,1.94,5.2,1.9799999999999998,11.1,2.31,0
6.58,3.6,5.1,2.34,3.06,2.948,0
7.040000000000001,2.8400000000000003,8.64,0.1,2.2,3.344,0
6.919999999999999,2.0799999999999996,6.3,3.3,4.840000000000001,3.2,0
6.74,2.3400000000000003,7.960000000000001,5.8,5.34,2.58,2
7.979999999999999,0.6,8.84,1.5,6.180000000000001,3.0680000000000005,1
9.3,2.2,6.6800000000000015,3.28,2.68,3.48,0
7.1,2.6799999999999997,6.82,2.1399999999999997,7.7,2.93,1
7.3,2.0,5.8,5.7,4.4,3.18,0
7.3,1.6,7.340000000000001,3.3,5.76,3.28,2
5.3,2.1,8.7,2.8,6.9799999999999995,2.9379999999999997,1
7.6800000000000015,1.3,8.8,3.1,5.0,3.22,1
6.0,3.5,8.059999999999999,2.0,0.7,3.154,2
9.9,1.94,5.1,4.22,5.5,3.17,0
6.859999999999999,3.6,7.7,2.7,4.039999999999999,3.058,2
6.4,1.5,7.76,4.3,0.2,3.21,0
6.0,2.1,6.4,2.72,4.7,3.06,2
9.0,1.6,9.6,2.0,1.8,3.57,0
5.8,2.8,7.8,1.9,4.5,3.104,1
5.9,3.6,8.3,0.9,4.48,2.8,1
7.2,2.2199999999999998,7.12,2.74,3.6,2.976,0
6.4799999999999995,1.7,6.5,1.7,6.459999999999999,3.75,0
7.68,0.7,8.440000000000001,2.4,2.22,3.47,0
8.6,3.6,7.640000000000001,4.4,3.78,3.0439999999999996,0
5.9,2.42,7.3,2.0,2.6,2.68,1
7.4,3.3,7.3,2.06,3.9,3.2379999999999995,2
7.5,3.3,6.739999999999999,1.7400000000000002,5.5,3.29,2
8.02,2.16,5.7,3.0599999999999996,6.380000000000001,2.93,0
7.3,3.0,8.3,3.4,2.0,3.19,2
6.700000000000001,3.9,8.559999999999999,0.6,3.5800000000000005,3.02,2
6.92,1.3,8.22,0.4,5.5,3.32,0
7.5600000000000005,3.3,6.4,3.9,4.3,2.86,2
8.5,2.1,7.92,1.3,4.340000000000001,3.38,0
7.68,3.1,7.26,2.7,0.96,3.45,0
6.3,3.6,8.4,3.2,4.7,3.048,2
7.3,3.5,7.7,2.1,5.84,2.9,2
8.6,0.4,7.279999999999999,2.54,6.3,3.55,0
6.4,3.4,6.5,5.5,2.2,3.156,2
7.539999999999999,2.2600000000000002,5.1,5.8,4.160000000000001,3.024,0
7.840000000000001,2.3200000000000003,9.4,1.5399999999999998,3.0599999999999996,3.58,0
6.76,2.2,7.76,1.5,3.3,3.27,0
6.5,2.4,6.4,1.8,6.8,2.91,2
8.36,0.2,8.02,4.8,0.8,3.5,0
9.5,0.7,5.4,1.4,7.0,3.3480000000000003,0
6.3,0.1,7.419999999999999,6.0,4.86,3.36,0
8.0,3.3,8.0,2.24,6.7,2.964,1
6.839999999999999,3.6,8.3,2.8400000000000003,3.0199999999999996,3.076,1
7.6,1.7,7.459999999999999,2.6,4.4399999999999995,3.34,2
7.359999999999999,2.4,7.76,1.4,1.8,2.926,0
8.0,2.8,6.2,3.1,4.459999999999999,3.46,2
5.5,1.5,7.4,1.9,5.7,2.85,1
8.7,2.0,8.2,0.4,4.7,3.42,0
7.540000000000001,1.4,8.18,0.3,3.3600000000000003,3.2059999999999995,2
7.44,1.3,7.4,1.1,4.3,3.1399999999999997,0
7.9,1.1,6.0,2.7600000000000002,5.7,3.2920000000000003,0
8.06,2.3,8.0,2.7600000000000002,3.6,3.122,0
7.639999999999999,1.6,8.44,2.54,3.4,2.962,0
