Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
29.8,80.22,5.2,17.9,27.439999999999998,9.2,1.666,6.3,319.0,2
30.3,72.48,2.3,12.2,30.8,9.7,1.532,6.0,611.0,2
30.560000000000002,74.7,29.420000000000005,33.8,24.4,10.0,1.6740000000000002,5.2,619.0,2
27.1,39.1,6.1,6.3,13.5,5.3,1.15,11.1,354.8,0
30.46,70.7,6.9,16.0,23.16,7.640000000000001,1.01,12.7,303.0,0
39.4,96.6,14.6,37.339999999999996,41.120000000000005,17.9,1.82,3.1,674.0,1
28.340000000000003,82.5,1.7,18.380000000000003,31.1,12.7,1.8,4.6,735.0,3
31.0,59.6,5.0,16.8,31.779999999999994,13.6,1.38,6.3,443.0,2
29.4,93.8,10.3,22.7,45.1,11.8,2.03,6.38,461.4,3
33.2,80.5,11.1,66.44,32.0,15.3,1.69,4.9,535.0,3
26.3,65.7,1.3,11.22,18.3,5.9,0.85,13.0,529.0,0
32.5,68.88,1.6,72.1,21.6,19.3,1.53,7.459999999999999,519.0,2
25.32,53.3,3.7,17.3,20.5,6.6,1.09,11.84,511.2,0
28.6,63.54,28.9,11.8,23.2,4.5,1.02,11.0,508.0,0
22.3,80.5,4.5,12.0,17.2,5.16,1.18,11.42,232.0,0
31.18,78.9,22.4,29.9,27.5,11.8,1.48,6.7,487.6,2
22.9,75.4,4.5,10.4,21.62,3.7,0.96,14.4,359.0,0
37.6,81.2,28.1,33.04,46.7,13.7,1.85,4.1,570.8,3
34.7,59.3,9.0,15.7,28.5,7.1,1.52,6.1,437.0,2
37.8,97.2,0.6,24.6,35.5,11.7,1.13,7.7,803.0,3
27.6,44.1,3.5,14.4,30.7,9.4,0.97,8.0,338.0,2
27.6,67.86,3.8,10.9,9.1,1.7,1.04,12.86,520.0,0
25.6,58.3,0.4,5.9,25.3,3.54,1.0380000000000003,10.0,536.0,0
24.6,48.4,8.3,15.4,23.3,4.6,1.03,9.44,461.0,0
26.2,49.9,0.5,2.0,22.9,2.3,0.94,17.9,581.0,0
23.98,62.1,16.4,21.3,17.6,3.72,0.93,11.5,324.0,0
24.059999999999995,69.2,2.0,3.9,20.580000000000002,5.2,1.09,10.1,297.0,0
28.1,72.2,10.1,16.6,30.9,6.3,1.85,3.5,637.0,3
29.6,65.6,3.4,17.3,26.76,2.9,1.03,9.7,452.0,0
52.5,73.97999999999999,67.5,91.2,31.6,34.6,2.04,2.9,785.0,1
36.14,97.9,26.74,44.3,28.1,22.6,2.166,3.5,562.0,1
23.3,45.2,24.0,29.0,26.6,5.3,0.96,10.9,575.0,0
35.4,100.2,20.5,33.2,34.4,11.7,1.85,5.1,440.0,3
30.82,85.8,84.4,94.4,26.7,19.8,1.55,10.0,744.0,3
21.8,79.6,11.92,16.8,19.759999999999998,6.0,0.91,10.8,455.0,0
27.7,86.1,83.3,68.64,25.3,6.8,1.71,7.4,594.0,2
27.5,78.9,30.2,45.660000000000004,15.3,3.0,0.98,11.1,472.0,0
28.0,72.2,18.5,25.0,24.9,6.1,1.32,8.98,480.0,0
22.2,50.0,7.42,8.4,23.5,3.7,0.96,11.8,538.6,0
36.72,70.1,55.1,72.7,33.64,30.7,2.12,4.9,612.0,1
33.14,83.7,3.1,2.2,39.5,29.2,2.61,2.5,898.0,1
33.3,94.4,48.3,96.24000000000001,31.4,23.3,1.75,4.3,779.0,3
39.3,78.9,68.9,85.2,32.480000000000004,13.0,2.198,8.5,728.4,3
24.7,64.9,17.3,37.0,28.320000000000004,14.9,1.48,5.5,453.0,3
33.66,62.8,8.7,78.68,29.7,15.8,1.4,8.1,604.0,2
17.4,56.5,2.6,6.9,21.0,3.5,0.92,11.6,475.0,0
18.1,70.1,3.1,8.1,19.7,5.8,1.18,12.9,273.0,0
25.6,78.1,1.1,5.2,21.3,5.6,0.89,10.9,524.0,0
22.4,69.3,2.2,7.9799999999999995,19.6,5.26,0.92,10.2,339.0,0
25.3,81.78,70.7,84.8,27.9,8.48,1.59,13.2,587.0,2
42.1,73.94,32.08,35.3,41.4,30.4,2.67,2.8,861.0,1
27.5,45.3,2.8,10.1,22.8,4.1,0.82,11.84,236.0,0
32.6,65.1,4.1,73.94,25.640000000000004,14.5,1.45,10.18,509.0,2
46.1,100.3,144.0,56.21999999999999,32.220000000000006,14.059999999999999,2.3,7.3,443.0,1
33.5,81.2,23.4,56.5,41.4,27.2,2.4739999999999998,3.7,600.0,1
48.1,94.1,4.2,19.0,23.7,6.0,1.57,7.82,625.0,3
31.6,76.7,21.4,26.9,30.1,17.4,1.29,7.6,663.0,2
29.0,65.08,10.679999999999998,44.4,27.0,9.1,1.49,5.7,538.0,2
24.9,82.2,19.5,27.9,25.6,7.080000000000001,1.54,12.06,544.4,2
27.7,99.4,20.139999999999997,29.859999999999996,37.5,7.9799999999999995,1.74,8.14,438.0,3
20.8,48.5,16.0,19.7,20.06,2.5,0.9520000000000002,12.6,432.0,0
28.2,71.7,75.2,86.56,30.8,5.0,1.81,4.8,765.0,3
31.1,69.7,95.7,95.04,36.1,20.5,2.3,6.8,673.0,3
26.04,60.0,14.6,20.6,20.9,1.6,0.94,10.84,435.0,0
29.6,68.44000000000001,12.8,15.9,22.0,7.76,1.16,11.0,377.0,0
24.7,73.8,3.3,8.8,20.74,6.38,0.83,10.8,217.0,0
33.2,49.8,1.4,23.3,23.0,25.8,2.06,6.8,730.0,3
37.38000000000001,66.0,44.0,54.0,44.3,22.7,3.09,5.2,641.0,1
28.1,51.8,36.0,40.3,26.4,5.4,1.15,10.8,264.0,0
32.0,74.9,20.32,45.5,28.8,9.5,1.42,7.8,598.0,2
25.0,63.9,9.3,10.8,19.6,4.6,0.92,10.1,490.0,0
25.7,69.3,15.7,25.0,27.7,10.6,1.362,9.5,366.8,2
32.019999999999996,69.2,7.9,30.3,24.380000000000003,6.62,2.07,4.9,724.0,1
26.7,63.2,6.8,10.56,13.4,4.9,0.98,10.0,358.0,0
20.4,44.9,4.6,9.2,20.5,5.7,1.03,10.2,545.0,0
24.6,84.2,4.1,11.739999999999998,22.5,9.0,1.48,9.739999999999998,623.0,2
25.9,60.7,14.38,24.119999999999997,31.2,19.0,1.48,10.24,411.0,2
27.9,54.0,4.220000000000001,15.4,13.9,4.9399999999999995,1.0,10.5,265.0,0
28.02,97.9,54.0,80.16000000000001,37.080000000000005,16.4,2.084,5.24,513.0,3
24.9,63.5,4.72,12.540000000000001,17.2,4.3,1.18,16.4,390.0,0
28.0,55.2,12.4,16.3,22.340000000000003,3.7,1.1320000000000001,10.6,467.0,0
26.7,53.9,2.9,6.4,17.0,6.6,1.1239999999999999,11.320000000000002,533.0,0
30.4,79.26,28.6,42.6,30.18,4.0,2.2,6.1,639.0,3
41.4,65.4,34.3,52.8,42.7,15.440000000000001,2.0220000000000002,6.74,545.2,1
25.5,73.4,13.8,21.4,25.7,3.8,0.95,11.0,194.0,0
28.2,49.6,17.0,21.7,19.7,11.3,0.99,11.1,453.4,0
36.6,85.62,32.2,41.3,32.1,9.4,1.95,4.4,543.0,3
18.8,67.67999999999999,11.0,15.8,19.44,5.6,1.09,11.2,409.0,0
26.3,68.46000000000001,12.379999999999999,29.5,15.1,3.7,0.92,10.4,399.0,0
31.839999999999996,86.5,11.4,60.05999999999999,36.5,20.3,1.89,6.8,680.0,3
23.0,61.75999999999999,1.1,5.9,24.8,2.1,1.12,12.4,465.0,0
22.3,65.3,19.3,15.540000000000001,26.1,5.5,0.82,11.260000000000002,214.0,0
21.4,76.9,2.3,6.7,23.4,2.8,1.09,14.7,338.0,0
44.7,75.6,6.6,28.3,25.7,10.02,2.1,4.1,643.0,3
22.4,73.0,12.2,15.0,26.6,3.6,0.97,12.9,266.0,0
32.3,82.0,8.8,59.6,29.8,17.880000000000003,2.03,5.7,600.0,3
33.5,70.8,9.48,16.3,22.0,15.9,1.63,5.1,527.0,2
33.1,52.0,7.2,15.9,38.9,12.1,1.46,7.3,452.0,2
25.5,48.0,15.5,19.9,18.6,7.7,1.04,10.3,503.0,0
29.9,77.8,1.5,23.4,43.8,20.0,1.89,6.8199999999999985,681.0,3
