Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,target
0.41141425856375646,0.9476786705407866,0.6923144464440084,0.5778069366246182,0.22224560966645274,0.4423918419045711,2
0.3173368337476946,0.4646726470452962,0.5150465144964277,0.7625164018513477,0.37403618059625116,0.3749070791120223,1
0.1342402108493277,0.9721096487503854,0.7815540726849314,0.3667104049369275,0.41668420724983957,0.21727662278874788,1
0.3843274478393509,0.48647824285798097,0.42459556772123996,0.4326780710893309,0.5486246841814235,0.4114613256246528,2
0.6125858085597847,0.16588736783362468,0.2922222189816325,0.49864573724173433,0.5555689198094016,0.5886088279550932,0
0.2638274352215457,0.5323520409776069,0.45037093708829146,0.5599517781198616,0.5076655130429197,0.40302573027558436,2
0.5959782669722496,0.19302445348583577,0.0854849880057329,0.9604194003085579,0.3958515003659053,0.4676986279517768,0
0.5511499605065316,0.4590591063488104,0.4592830767780013,0.6041940030855797,0.37952073453095114,0.5014410093480512,0
0.1309671025212642,0.898816714121589,0.2639642404875787,0.7361293353903864,0.4375169141337739,0.3945901349265157,1
0.5461556422096442,0.19937026077514935,0.888641624174039,0.8020970015427897,0.18752443152656223,0.4476232140154352,2
0.8783064739603478,0.898816714121589,0.5673789697067165,0.5197481290299827,0.11113783961880311,0.7116568070010116,0
0.41917924496990977,0.2880422588816188,0.7637061474367469,0.48545220401125355,0.4305726785057958,0.43676811167185864,2
0.3302576015716866,0.5567830191872057,0.1568766889984713,0.8437007408417334,0.4375169141337739,0.3945901349265157,0
0.31321041600040045,0.8255237794927925,0.4238658614472558,0.7889034683123092,0.29168796594623375,0.4086494605082967,1
0.6600328557445513,0.09259443320482824,0.4450452602167937,0.3007427387845241,0.6041785692052483,0.5576783116751749,0
0.38939213999533673,0.09259443320482824,0.30670447788534105,0.4722586707807729,0.6805651611130075,0.5014410093480512,2
0.5223800543195544,0.654506932025601,0.4806870704208711,0.5552297896098702,0.3536933066279362,0.4793192462182569,0
0.5645375008120906,0.5567830191872057,0.47672070429923064,0.4722586707807729,0.4091761622006137,0.49862914423169485,0
0.5295481006221089,0.4346281281392116,0.05391419630422245,0.28754920555404345,0.722230574880876,0.469567377714562,0
0.36347268474675676,0.5169675531235078,0.8350978484294852,0.40629100462836953,0.4027957359938834,0.41706284926419385,2
0.4737542924680146,0.7522308448639962,0.22826838999120957,0.2743556723235628,0.595350804788407,0.41708505585736527,2
0.6246651942333991,0.8010928012831938,0.42900100233560134,0.551419870163657,0.2888019413409284,0.5408071209770378,0
0.5131528950389265,0.19031834604322348,0.47028701855754285,0.5822188970741161,0.48063347517085747,0.484701163650101,0
0.4434321988287614,0.4346281281392116,0.5666674987409633,0.9143041675173456,0.22918984529443082,0.40302573027558436,2
0.1987519694515565,0.5079210627680081,0.30377678191890445,0.3799039381674082,0.6944536323689636,0.3881735793586681,1
0.5194609308372605,0.507158477637984,0.4773969491049087,0.5637532487347259,0.3940030274104396,0.48102733097204636,0
0.39668776792182736,0.9721096487503854,0.5038304840462656,0.5574099288574574,0.30563602995747313,0.43556739221739965,2
0.3302576015716866,0.04373247678563062,0.4979934341207496,0.6602241998219478,0.5486246841814235,0.421743775470583,2
0.3663025282728324,0.2880422588816188,0.8350978484294852,0.39309747139788886,0.47585510749189525,0.3861545395774471,1
0.9115215571354184,0.26361128067201994,0.6387706706994548,0.6833552024684637,0.17363596027060602,0.5635380549700413,0
0.49538704966770764,0.7277998666543973,0.45485279635707576,0.709742268929425,0.2721639445991487,0.47134972713141804,2
0.6050491461537008,0.8255237794927925,0.4687811465568864,0.5265240258595342,0.2885906650220987,0.5183122000461882,1
0.1309671025212642,0.6056449756064033,0.6387706706994548,0.23423694189096103,0.645843982973117,0.29617485585404896,1
0.62919335014732,0.19031834604322348,0.6563410765339567,0.5118392704722149,0.3958515003659053,0.5326929249757062,0
0.7979145673610547,0.16588736783362468,0.335355941480317,0.3007427387845241,0.566226897680109,0.6195393442350114,0
0.6663147678108142,0.5567830191872057,0.6214726985353126,0.3667104049369275,0.36807455785399285,0.4789460884172016,0
0.18078972728386977,0.898816714121589,0.8419287533374579,0.6569681360075024,0.23613408092240895,0.327105372133967,1
0.5309711238671949,0.898816714121589,0.48264402678014384,0.4590651375502922,0.33010432311842536,0.47766578536656806,0
0.62919335014732,0.09259443320482824,0.17472461424665575,0.9208388006171159,0.3958515003659053,0.5020445818109593,0
0.2511044401079404,0.16588736783362468,0.5516352402404715,0.7625164018513477,0.4748368003846249,0.3355409674830356,1
0.6783046200127426,0.4543971150669662,0.42116347513103036,0.43311875225407526,0.4305726785057958,0.5801732326060245,0
0.62919335014732,0.8499547577023914,0.47069905660759936,0.6230329622058035,0.22224560966645274,0.4648867628354206,0
0.1455275583421871,0.385766171720014,0.3067957372331668,0.40629100462836953,0.7361190461368322,0.39177826981015956,1
0.8450913907852776,0.5972159369162703,0.5268956390903091,0.5797974867952219,0.20141290278251844,0.5983647324578021,0
0.48859597213631634,0.5079210627680081,0.450695731223152,0.7757099350818284,0.30484040004564417,0.47299000567509336,2
0.7610186508527429,0.9476786705407866,0.8529457736776697,0.45550635573290443,0.07391624819462984,0.5998562884205179,0
0.22447421406122292,0.4646593230051027,0.4067476424730553,0.9736129335390385,0.34434995117421546,0.33272910236667946,1
0.8118763076102072,0.3369042153008164,0.17472461424665575,0.6437746027770217,0.3958515003659053,0.4705104930681329,0
0.8783064739603478,0.5517042861292754,0.47348759239075633,0.24796860586260144,0.397678879852596,0.595260506290062,0
0.8284838491977425,0.7522308448639962,0.41774436902527523,0.5735151857734394,0.21408853823872215,0.49581727911533874,0
0.5160723568230939,0.31247323709121755,0.7458582221885622,0.552344202835059,0.35342359078444313,0.47635071987027916,2
0.78901805036117,0.654506932025601,0.6211235179451792,0.6173875363160604,0.15280325338667172,0.567332125619519,0
0.7035712954212835,0.36133519351041515,0.524121387152863,0.28754920555404345,0.4861265635296206,0.5379952558606818,0
0.47757717870745175,0.5567830191872057,0.2818121657357634,0.670161669237983,0.41668420724983957,0.47613422330084526,2
0.3005152217833126,0.3570622407768231,0.3568229822211407,0.49864573724173433,0.6111228048332265,0.4208021590165722,1
0.7288385996725314,0.2391803024624211,0.3856686964420061,0.6091190535086033,0.3973108603044793,0.47332235818448914,0
0.14241279170216659,0.5323520409776069,0.5138351939621629,0.6296486151024342,0.5019974372569196,0.27367993492319936,1
0.7620536828476016,0.2880422588816188,0.5048207892319615,0.2743556723235628,0.4966509977163833,0.5617464019520757,0
0.1143595609337289,0.6781672346579521,1.0,0.7361293353903864,0.22224560966645274,0.35462032727764276,1
0.23061235204647534,0.26361128067201994,0.5138351939621629,0.621862564725795,0.5417962908364623,0.3942206569165844,1
0.6458008917348553,0.2880422588816188,0.6482159137978655,0.5439327041527308,0.34235928823049894,0.6335986698167924,0
0.5823672689116731,0.47886404102363744,0.4524579097009932,0.502454076097042,0.41668420724983957,0.5211240651625444,2
0.1143595609337289,0.13494067906122095,0.2787294894250415,0.08839306070533468,1.0,0.40302573027558436,0
0.5243676583252429,0.11702541141442707,0.47813934346579356,0.5778069366246182,0.4963017987078606,0.4880025105270946,2
0.24721989363401053,0.4346281281392116,0.4008485321045204,0.6965487356989444,0.4901101601452283,0.3889664046938032,1
0.4922122442539497,0.6300759538160021,0.48536530569498926,0.5605698516320874,0.36924692827095495,0.46207489771906435,2
0.5131528950389265,0.19031834604322348,0.47028701855754285,0.5822188970741161,0.48063347517085747,0.484701163650101,0
0.8783064739603478,0.5812139973968045,0.37105179197668614,0.6437746027770217,0.22103987713479317,0.5520545814424627,0
0.4797254758595032,0.5567830191872057,0.4831797937914072,0.5672842993396873,0.39247765515559846,0.46817809501168933,2
