Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,target
0.34070796460177,0.24342105263157904,0.051254237288135586,0.05727848101265823,0.529559748427673,0.32976445396145604,0.35430463576158944,0.1674008810572687,0.4034031413612565,2
0.32964601769911506,0.4243421052631579,0.05240677966101695,0.039240506329113925,0.4415094339622643,0.3336188436830835,0.30860927152317885,0.1541850220264317,0.37539267015706806,2
0.21460176991150448,0.4144736842105264,0.09050847457627118,0.10759493670886075,0.3207547169811321,0.36873661670235547,0.32450331125827814,0.3022026431718061,0.5575916230366493,2
0.30309734513274333,0.024122807017543935,0.020677966101694912,0.020569620253164556,0.2092243186582809,0.2620985010706638,0.1675496688741722,0.34713656387665204,0.468586387434555,0
0.31814159292035393,0.317982456140351,0.023389830508474575,0.05126582278481013,0.339203354297694,0.25267665952890794,0.15430463576158945,0.44933920704845814,0.14397905759162305,0
0.43185840707964607,0.6546052631578949,0.04949152542372881,0.1039240506329114,0.7085953878406709,0.5160599571734474,0.38741721854304645,0.026431718061674006,0.6295811518324608,1
0.6261061946902655,0.5,0.005762711864406779,0.05063291139240507,0.49979035639412994,0.4047109207708779,0.380794701986755,0.2599118942731278,0.7094240837696335,3
0.38938053097345127,0.24890350877192985,0.01694915254237288,0.05379746835443038,0.26624737945492666,0.38201284796573876,0.24172185430463575,0.21145374449339205,0.42460732984293187,2
0.3672566371681416,0.5239035087719299,0.17057627118644067,0.07246835443037974,0.5916142557651992,0.3854389721627409,0.45695364238410596,0.1277533039647577,0.38350785340314136,3
0.43805309734513276,0.4780701754385966,0.057966101694915256,0.07784810126582278,0.48008385744234805,0.36316916488222695,0.3443708609271523,0.20264317180616737,0.4476439790575916,3
0.2853982300884955,0.28355263157894744,0.02583050847457627,0.018037974683544303,0.19287211740041932,0.25267665952890794,0.06622516556291388,0.46255506607929514,0.2701570680628272,0
0.3579646017699114,0.15679824561403516,0.005423728813559322,0.033860759493670886,0.2620545073375263,0.5460385438972163,0.29139072847682124,0.14977973568281938,0.3486910994764398,2
0.14601769911504425,0.17982456140350883,0.04,0.04145569620253165,0.18029350104821806,0.22184154175588863,0.14569536423841065,0.4599118942731278,0.15366492146596855,0
0.33893805309734537,0.18421052631578955,0.09796610169491525,0.10822784810126583,0.29559748427672955,0.2291220556745182,0.12251655629139077,0.45726872246696043,0.41230366492146603,0
0.2407079646017699,0.4780701754385966,0.01606779661016949,0.051708860759493665,0.169811320754717,0.2676659528907923,0.17549668874172183,0.3480176211453745,0.3416230366492146,0
0.41150442477876104,0.5100877192982458,0.0759322033898305,0.09525316455696202,0.38574423480083864,0.3854389721627409,0.2748344370860927,0.33303964757709253,0.32853403141361254,2
0.21017699115044242,0.4221491228070177,0.015254237288135592,0.07474683544303798,0.1949685534591195,0.21199143468950749,0.10264900662251655,0.4088105726872246,0.4081151832460734,0
0.5061946902654867,0.5083333333333335,0.23308474576271182,0.179746835443038,0.4368972746331238,0.36488222698072803,0.3973509933774836,0.10220264317180615,0.4803664921465968,3
0.42964601769911503,0.24561403508771934,0.030508474576271184,0.05031645569620253,0.3836477987421384,0.284796573875803,0.2880794701986755,0.19207048458149784,0.4007853403141361,2
0.5398230088495575,0.6611842105263159,0.002033898305084746,0.07848101265822785,0.3584905660377359,0.37344753747323334,0.3231788079470199,0.15154185022026434,0.4109947643979058,3
0.3141592920353983,0.36885964912280716,0.011864406779661017,0.046202531645569624,0.349266247379455,0.33404710920770875,0.2741721854304636,0.2422907488986784,0.1897905759162304,2
0.3141592920353983,0.20197368421052647,0.01288135593220339,0.03512658227848102,0.0,0.21370449678800857,0.12913907284768214,0.5242290748898679,0.4280104712041885,0
0.26991150442477874,0.2771929824561404,0.0013559322033898306,0.0,0.19412997903563944,0.23683083511777303,0.10927152317880792,0.47753303964757704,0.4489528795811519,0
0.24778761061946908,0.12609649122807015,0.028135593220338984,0.04936708860759494,0.2976939203354298,0.21241970021413276,0.20000000000000004,0.3118942731277533,0.35078534031413616,0
0.2831858407079646,0.1425438596491228,0.001694915254237288,0.006962025316455696,0.24318658280922434,0.18201284796573874,0.09602649006622513,0.4458149779735682,0.5078534031413613,0
0.20353982300884954,0.27631578947368424,0.05559322033898304,0.0680379746835443,0.17819706498951787,0.2685224839400428,0.156953642384106,0.39647577092511016,0.449738219895288,0
0.2079646017699116,0.3541666666666668,0.006779661016949152,0.012974683544303797,0.12997903563941304,0.2620985010706638,0.09403973509933775,0.469603524229075,0.13612565445026176,0
0.470353982300885,0.4535087719298247,0.034237288135593215,0.05316455696202532,0.34758909853249476,0.2676659528907923,0.3973509933774836,0.12951541850220266,0.406282722513089,3
0.3584070796460177,0.31469298245614036,0.008067796610169492,0.030063291139240507,0.23102725366876314,0.1948608137044968,0.1649006622516556,0.20528634361233483,0.3390052356020942,0
0.8650442477876107,0.5153508771929827,0.2288135593220339,0.15221518987341773,0.4716981132075473,0.873661670235546,0.5496688741721856,0.107488986784141,0.7748691099476439,1
0.4694690265486725,0.6688596491228072,0.22,0.2486708860759494,0.5396226415094341,0.6167023554603854,0.5463576158940397,0.11101321585903083,0.5175392670157068,1
0.21902654867256632,0.2923245614035089,0.08135593220338982,0.09240506329113925,0.18867924528301894,0.24625267665952888,0.10264900662251655,0.37004405286343617,0.20575916230366492,0
0.3619469026548673,0.6940789473684212,0.06949152542372881,0.10569620253164558,0.5303983228511531,0.382441113490364,0.3973509933774836,0.11453744493392069,0.4876963350785341,3
0.3606194690265486,0.5361842105263159,0.2861016949152542,0.299367088607595,0.45408805031446553,0.556745182012848,0.29801324503311266,0.23259911894273122,0.7212041884816753,3
0.36548672566371687,0.2653508771929825,0.025084745762711864,0.05379746835443038,0.11320754716981135,0.3477516059957173,0.28940397350993385,0.24669603524229072,0.30759162303664916,0
0.43185840707964585,0.325,0.2823728813559322,0.08063291139240508,0.32620545073375273,0.41456102783725907,0.3509933774834437,0.21585903083700442,0.5248691099476439,2
0.31194690265486724,0.2638157894736843,0.017220338983050847,0.10854430379746836,0.12997903563941304,0.23511777301927195,0.10927152317880792,0.42466960352422906,0.3651832460732984,0
0.4575221238938052,0.30021929824561416,0.07471186440677965,0.07974683544303798,0.3312368972746331,0.2633832976445396,0.22185430463576164,0.47136563876651977,0.27748691099476436,0
0.19469026548672563,0.4563596491228072,0.019728813559322034,0.05537974683544304,0.30230607966457035,0.22184154175588863,0.10264900662251655,0.33920704845814975,0.35314136125654455,0
0.4402654867256637,0.6232456140350877,0.18677966101694915,0.23069620253164558,0.6683438155136269,0.7901498929336188,0.4867549668874174,0.09074889867841408,0.5484293193717278,1
0.5331858407079646,0.3015350877192983,0.010508474576271186,0.00759493670886076,0.6373165618448637,0.7580299785867237,0.12847682119205292,0.3162995594713656,0.9227748691099475,1
0.4128318584070797,0.5752192982456139,0.037016949152542375,0.21297468354430377,0.4125786163522013,0.39957173447537475,0.3642384105960266,0.158590308370044,0.4468586387434555,3
0.5730088495575221,0.46052631578947384,0.23355932203389831,0.270253164556962,0.7253668763102726,0.41113490364025695,0.347682119205298,0.2643171806167401,0.493455497382199,3
0.4181415929203539,0.42412280701754396,0.05864406779661017,0.11772151898734177,0.379454926624738,0.3576017130620984,0.2748344370860927,0.13215859030837007,0.4141361256544503,3
